round,family,name,hold,sl,tp,tr_trades,tr_pf,tr_mean_bp,tr_t,tr_win,va_trades,va_pf,va_mean_bp,va_t,va_win,status
1620,B6_Funding_MicroCycle,PreSettle_FrontRun_30bp_H4_SL5,4,0.05,0.1,5818,0.88,-15.1,-1.85,43.5,2984,0.78,-25.6,-2.25,44.2,FAIL
1621,B6_Funding_MicroCycle,PreSettle_FrontRun_30bp_H4_SL7,4,0.07,0.14,5818,0.9,-13.3,-1.5,44.2,2984,0.76,-28.4,-2.43,44.6,FAIL
1622,B6_Funding_MicroCycle,PreSettle_FrontRun_30bp_H8_SL3,8,0.03,0.06,4818,0.89,-16.5,-1.92,40.6,2369,0.81,-26.2,-1.92,41.1,FAIL
1623,B6_Funding_MicroCycle,PreSettle_FrontRun_30bp_H8_SL5,8,0.05,0.1,4413,0.96,-6.0,-0.49,44.3,2178,0.81,-28.3,-1.75,43.2,FAIL
1624,B6_Funding_MicroCycle,PreSettle_FrontRun_30bp_H8_SL7,8,0.07,0.14,4227,1.01,1.2,0.08,45.6,2083,0.86,-21.5,-1.27,44.1,FAIL
1625,B6_Funding_MicroCycle,PreSettle_FrontRun_30bp_H12_SL3,12,0.03,0.06,4818,0.89,-18.0,-1.9,39.4,2369,0.77,-35.9,-2.18,39.1,FAIL
1626,B6_Funding_MicroCycle,PreSettle_FrontRun_30bp_H12_SL5,12,0.05,0.1,4413,0.97,-6.3,-0.45,43.5,2178,0.78,-40.5,-1.96,41.8,FAIL
1627,B6_Funding_MicroCycle,PreSettle_FrontRun_30bp_H12_SL7,12,0.07,0.14,4227,0.98,-3.2,-0.2,44.9,2083,0.82,-33.4,-1.55,43.4,FAIL
1628,B6_Funding_MicroCycle,PreSettle_Flow_30bp_H4_SL3,4,0.03,0.06,794,0.78,-24.6,-2.45,39.2,504,0.72,-28.8,-1.96,40.7,FAIL
1629,B6_Funding_MicroCycle,PreSettle_Flow_30bp_H4_SL5,4,0.05,0.1,794,0.78,-24.7,-2.03,40.6,504,0.74,-27.4,-1.51,41.7,FAIL
1630,B6_Funding_MicroCycle,PreSettle_Flow_30bp_H4_SL7,4,0.07,0.14,794,0.85,-16.4,-1.34,41.7,504,0.72,-31.7,-1.66,41.7,FAIL
1631,B6_Funding_MicroCycle,PreSettle_Flow_30bp_H8_SL3,8,0.03,0.06,751,0.78,-31.3,-2.43,39.3,476,0.73,-37.3,-1.67,40.3,FAIL
1632,B6_Funding_MicroCycle,PreSettle_Flow_30bp_H8_SL5,8,0.05,0.1,738,0.83,-25.0,-1.49,42.8,464,0.76,-34.7,-1.29,42.2,FAIL
1633,B6_Funding_MicroCycle,PreSettle_Flow_30bp_H8_SL7,8,0.07,0.14,733,0.92,-11.7,-0.62,44.3,460,0.76,-34.9,-1.3,42.8,FAIL
1634,B6_Funding_MicroCycle,PreSettle_Flow_30bp_H12_SL3,12,0.03,0.06,751,0.82,-27.4,-1.87,39.1,476,0.66,-54.8,-2.42,35.5,FAIL
1635,B6_Funding_MicroCycle,PreSettle_Flow_30bp_H12_SL5,12,0.05,0.1,738,0.81,-32.9,-1.7,42.0,464,0.7,-50.8,-1.81,38.4,FAIL
1636,B6_Funding_MicroCycle,PreSettle_Flow_30bp_H12_SL7,12,0.07,0.14,733,0.9,-18.1,-0.81,43.4,460,0.69,-51.7,-1.9,39.6,FAIL
1637,B6_Funding_MicroCycle,PostSettle_Flow_var1637,8,0.04,0.08,982,0.85,-20.3,-1.59,43.7,703,1.01,0.7,0.03,47.9,FAIL
1638,B6_Funding_MicroCycle,PostSettle_Flow_var1638,8,0.04,0.08,982,0.85,-20.3,-1.59,43.7,703,1.01,0.7,0.03,47.9,FAIL
1639,B6_Funding_MicroCycle,PostSettle_Flow_var1639,8,0.04,0.08,982,0.85,-20.3,-1.59,43.7,703,1.01,0.7,0.03,47.9,FAIL
1640,B6_Funding_MicroCycle,PostSettle_Flow_var1640,8,0.04,0.08,982,0.85,-20.3,-1.59,43.7,703,1.01,0.7,0.03,47.9,FAIL
1641,B6_Funding_MicroCycle,PostSettle_Flow_var1641,8,0.04,0.08,982,0.85,-20.3,-1.59,43.7,703,1.01,0.7,0.03,47.9,FAIL
1642,B6_Funding_MicroCycle,PostSettle_Flow_var1642,8,0.04,0.08,982,0.85,-20.3,-1.59,43.7,703,1.01,0.7,0.03,47.9,FAIL
1643,B6_Funding_MicroCycle,PostSettle_Flow_var1643,8,0.04,0.08,982,0.85,-20.3,-1.59,43.7,703,1.01,0.7,0.03,47.9,FAIL
1644,B6_Funding_MicroCycle,PostSettle_Flow_var1644,8,0.04,0.08,982,0.85,-20.3,-1.59,43.7,703,1.01,0.7,0.03,47.9,FAIL
1645,B6_Funding_MicroCycle,PostSettle_Flow_var1645,8,0.04,0.08,982,0.85,-20.3,-1.59,43.7,703,1.01,0.7,0.03,47.9,FAIL
1646,B6_Funding_MicroCycle,PostSettle_Flow_var1646,8,0.04,0.08,982,0.85,-20.3,-1.59,43.7,703,1.01,0.7,0.03,47.9,FAIL
1647,B6_Funding_MicroCycle,PostSettle_Flow_var1647,8,0.04,0.08,982,0.85,-20.3,-1.59,43.7,703,1.01,0.7,0.03,47.9,FAIL
1648,B6_Funding_MicroCycle,PostSettle_Flow_var1648,8,0.04,0.08,982,0.85,-20.3,-1.59,43.7,703,1.01,0.7,0.03,47.9,FAIL
1649,B6_Funding_MicroCycle,PostSettle_Flow_var1649,8,0.04,0.08,982,0.85,-20.3,-1.59,43.7,703,1.01,0.7,0.03,47.9,FAIL
1650,B6_Funding_MicroCycle,PostSettle_Flow_var1650,8,0.04,0.08,982,0.85,-20.3,-1.59,43.7,703,1.01,0.7,0.03,47.9,FAIL
