tf,family,q,hold_bars,n,mean_bp,pf,t,per_day,folds_pos,mean15_bp,adj_bp,pass_rel,pass_std
15m,F01_mom24|bars,0.994792,12,59,22.407235849805925,1.2100315817807579,0.63298052910979,0.162534435261708,4,12.407235849805923,21.47466097447839,False,False
15m,F01_mom24|bars,0.989583,12,107,6.264623711642656,1.0540028277191056,0.21030005544795594,0.29476584022038566,2,-3.735376288357342,6.1589788458495525,False,False
15m,F01_mom24|bars,0.979167,12,207,-8.448377536115986,0.9246856174658185,-0.389251568528427,0.5702479338842975,3,-18.44837753611598,-8.514668983612571,False,False
15m,F01_mom24|bars,0.958333,12,364,-9.331362300368788,0.9107500302398029,-0.5890665602190183,1.002754820936639,3,-19.331362300368788,-9.481558413089763,False,False
15m,F01_mom24|clock,0.994792,48,42,-1.3920092918104399,0.9939908399949461,-0.018202555028482448,0.11570247933884298,3,-11.39200929181045,1.9575296307267578,False,False
15m,F01_mom24|clock,0.989583,48,66,49.50481900145767,1.256960737688679,0.7432177289174903,0.18181818181818182,3,39.50481900145767,52.23739535152918,False,False
15m,F01_mom24|clock,0.979167,48,114,37.35614321239266,1.2005265950291513,0.7184504306431583,0.3140495867768595,3,27.356143212392656,35.10582555596688,False,False
15m,F01_mom24|clock,0.958333,48,196,17.193606007977195,1.1034865177198552,0.5087010879281039,0.5399449035812672,4,7.193606007977193,15.188116650529127,False,False
15m,F02_rev24|bars,0.994792,12,59,-62.407235849805936,0.5908281557013706,-1.6763703496044726,0.162534435261708,0,-72.40723584980594,-61.474660974478425,False,False
15m,F02_rev24|bars,0.989583,12,107,-46.26462371164267,0.6769589132223227,-1.4614998402477557,0.29476584022038566,1,-56.26462371164269,-46.158978845849575,False,False
15m,F02_rev24|bars,0.979167,12,207,-31.551622463884026,0.7451156628413306,-1.413704348444974,0.5702479338842975,2,-41.55162246388404,-31.48533101638744,False,False
15m,F02_rev24|bars,0.958333,12,364,-30.668637699631226,0.7307559266617792,-1.878304032878257,1.002754820936639,1,-40.668637699631226,-30.51844158691025,False,False
15m,F02_rev24|clock,0.994792,48,42,-38.607990708189575,0.8454271275944928,-0.5020936761582517,0.11570247933884298,3,-48.607990708189575,-41.95752963072678,False,False
15m,F02_rev24|clock,0.989583,48,66,-89.5048190014577,0.6601845044345516,-1.33601761215514,0.18181818181818182,0,-99.5048190014577,-92.2373953515292,False,False
15m,F02_rev24|clock,0.979167,48,114,-77.35614321239267,0.6824479021776491,-1.481302208426981,0.3140495867768595,1,-87.35614321239268,-75.10582555596692,False,False
15m,F02_rev24|clock,0.958333,48,196,-57.19360600797721,0.7180192918797845,-1.6920955512362874,0.5399449035812672,1,-67.19360600797722,-55.188116650529146,False,False
15m,F03_mom4|bars,0.994792,6,138,-7.118727067198415,0.9334757334809706,-0.2802199559929194,0.38016528925619836,1,-17.118727067198417,-7.1689318696646005,False,False
15m,F03_mom4|bars,0.989583,6,253,-1.781744565484885,0.9804798226511815,-0.10993259301455842,0.696969696969697,2,-11.781744565484884,-1.794486781413885,False,False
15m,F03_mom4|bars,0.979167,6,482,-13.175223856891614,0.8432303589033324,-1.256891234188302,1.3278236914600552,1,-23.175223856891613,-13.069505817486105,False,False
15m,F03_mom4|bars,0.958333,6,898,-15.111790646682374,0.8011757096006232,-2.0283905714945507,2.4738292011019283,2,-25.11179064668237,-15.217783334655637,False,False
15m,F03_mom4|clock,0.994792,24,108,-29.080685047959722,0.8369459106227485,-0.6600402513276743,0.2975206611570248,1,-39.08068504795973,-32.77593445349535,False,False
15m,F03_mom4|clock,0.989583,24,180,-8.756603193804388,0.9435675951767113,-0.28388114073008297,0.49586776859504134,2,-18.756603193804388,-10.52017370500341,False,False
15m,F03_mom4|clock,0.979167,24,316,-10.843898687796761,0.9205235755912945,-0.5030412245309102,0.8705234159779615,2,-20.843898687796766,-10.887076997627984,False,False
15m,F03_mom4|clock,0.958333,24,525,-5.781265906866367,0.9531189502598911,-0.3888924138372702,1.4462809917355373,3,-15.78126590686637,-7.842551490406428,False,False
15m,F04_rev1|bars,0.994792,4,229,17.496123432993386,1.2805206926304231,1.07450067949047,0.6308539944903582,3,7.49612343299339,17.627750781337106,False,False
15m,F04_rev1|bars,0.989583,4,428,-9.80208276952897,0.8544878099074864,-1.0788763751302322,1.1790633608815426,2,-19.802082769528965,-9.691654073745728,False,False
15m,F04_rev1|bars,0.979167,4,807,-15.470441283151972,0.7666576272353682,-2.6194895012330672,2.2231404958677685,0,-25.47044128315197,-15.335307635642751,False,False
15m,F04_rev1|bars,0.958333,4,1476,-12.99814111508765,0.7795841934970574,-2.9880805456709063,4.066115702479339,0,-22.998141115087645,-13.029167325051619,False,False
15m,F04_rev1|clock,0.994792,16,185,11.879101062711454,1.1073435504958509,0.5443440851318974,0.509641873278237,2,1.8791010627114548,12.448848364901698,False,False
15m,F04_rev1|clock,0.989583,16,319,-42.89309182819608,0.6686541506903471,-2.316175629196403,0.8787878787878788,0,-52.89309182819606,-41.99116444129935,False,False
15m,F04_rev1|clock,0.979167,16,538,-43.53717660939222,0.6532005206315876,-3.4277787845215855,1.4820936639118458,0,-53.53717660939222,-43.00589289512884,False,False
15m,F04_rev1|clock,0.958333,16,843,-24.27063535126881,0.7750957153317621,-2.6300276475612865,2.322314049586777,0,-34.2706353512688,-24.515981419410544,False,False
15m,F05_rsi_rev|bars,0.994792,12,129,-50.34963138005117,0.6128325439728382,-1.9264399843794917,0.35537190082644626,0,-60.34963138005116,-47.92696059842409,False,False
15m,F05_rsi_rev|bars,0.989583,12,219,-22.071245468359493,0.7902144008040062,-1.1332956156966125,0.6033057851239669,1,-32.07124546835949,-21.07725945030194,False,False
15m,F05_rsi_rev|bars,0.979167,12,382,-27.239611423399072,0.7399112491416309,-2.017260830177371,1.0523415977961432,1,-37.239611423399076,-25.34539395088849,False,False
15m,F05_rsi_rev|bars,0.958333,12,658,-25.821306062261893,0.7181933841700076,-2.9035617034012873,1.81267217630854,0,-35.82130606226189,-24.842246557885517,False,False
15m,F05_rsi_rev|clock,0.994792,48,111,-96.80778090103108,0.5249594987719841,-2.517364621492408,0.30578512396694213,1,-106.80778090103112,-87.62949719002641,False,False
15m,F05_rsi_rev|clock,0.989583,48,172,-40.75252512244951,0.7764934597089623,-1.1478612095990848,0.4738292011019284,2,-50.75252512244951,-36.02961131057273,False,False
15m,F05_rsi_rev|clock,0.979167,48,259,-38.13475460616798,0.7890364386481418,-1.3544630042602253,0.7134986225895317,2,-48.13475460616797,-31.487111369279802,False,False
15m,F05_rsi_rev|clock,0.958333,48,377,-40.14974193257164,0.7559199003429631,-2.015186152769816,1.0385674931129476,2,-50.14974193257164,-36.10723018289785,False,False
15m,F06_bb_rev|bars,0.994792,12,301,-35.58007340897441,0.6525617916640691,-2.5020733344238044,0.8292011019283747,0,-45.5800734089744,-35.073682240506834,False,False
15m,F06_bb_rev|bars,0.989583,12,498,-29.58412758586375,0.6818356092305484,-2.9711205210303433,1.371900826446281,0,-39.58412758586374,-28.995754927984922,False,False
15m,F06_bb_rev|bars,0.979167,12,761,-35.504743875336935,0.6210751296571485,-4.521456931435004,2.0964187327823693,0,-45.504743875336935,-34.717920165057876,False,False
