family,q,hold,n,mean_bp,pf,t,per_day,folds_pos,mean15_bp,adj_bp,long_n,short_n,pass_rel,pass_std
F18_oi_follow,0.9,12,396,-14.706716110556888,0.9118149395994488,-0.6613288734200227,1.0909090909090908,2,-24.706716110556894,-14.853987604778,131,265,False,False
F18_oi_follow,0.95,12,252,0.06351938134560234,1.0003973623767761,0.002378820592916275,0.6942148760330579,3,-9.936480618654397,1.2758425066195727,89,163,False,False
F18_oi_follow,0.98,12,127,-23.273730558877375,0.885105358393146,-0.5149453513473705,0.349862258953168,1,-33.27373055887738,-24.01531236427269,47,80,False,False
F19_oi_flush,0.8,12,122,2.065089960979779,1.0126789121810746,0.04967459356396154,0.33608815426997246,3,-7.93491003902023,-6.276147790158033,122,0,False,False
F19_oi_flush,0.9,12,68,-25.629041918041455,0.8655952651649313,-0.39902866201400083,0.18732782369146006,3,-35.62904191804145,-41.76659606667001,68,0,False,False
F19_oi_flush,0.95,12,36,-30.334362495261004,0.8505438065828854,-0.36245982828884826,0.09917355371900827,3,-40.334362495261,-37.47431874031167,36,0,False,False
F19_oi_flush,0.98,12,17,128.82852069404615,1.7826682779683862,0.9034624548184333,0.046831955922865015,4,118.82852069404615,113.51833089748366,17,0,False,False
F20_btc_lead,0.8,4,1195,-29.637502343099264,0.7090014707194331,-4.028438420487717,3.2920110192837466,0,-39.63750234309925,-29.269524389555034,569,626,False,False
F20_btc_lead,0.9,4,740,-25.225668768652458,0.7645605650128884,-2.401448842578097,2.038567493112948,1,-35.22566876865245,-25.320703071116537,343,397,False,False
F20_btc_lead,0.95,4,451,-30.07544298202711,0.7348639745898601,-2.2679255599269847,1.2424242424242424,1,-40.0754429820271,-30.34063536730575,236,215,False,False
F20_btc_lead,0.98,4,229,-11.30096552872873,0.8995362596190934,-0.6003863491559777,0.6308539944903582,3,-21.300965528728735,-11.210332415371116,112,117,False,False
F21_rs_follow,0.8,12,403,-2.6918953748173142,0.9829642271942076,-0.12385282271330104,1.1101928374655647,3,-12.69189537481732,-6.302405481401524,203,200,False,False
F21_rs_follow,0.9,12,218,-11.997409545669868,0.9270996737871748,-0.398201319897823,0.6005509641873278,3,-21.99740954566986,-15.215143291286903,112,106,False,False
F21_rs_follow,0.95,12,120,-8.750348740721309,0.9539588740738411,-0.1784939523212877,0.3305785123966942,4,-18.750348740721318,-10.77470376124915,65,55,False,False
