tf,family,q,hold_bars,n,mean_bp,pf,t,per_day,folds_pos,mean15_bp,adj_bp,pass_rel,pass_std
30m,F12_taker_fade|clock,0.916667,24,550,-24.241094332224687,0.8429821436533198,-1.4410369543260497,1.5151515151515151,1,-34.241094332224684,-20.84308577910821,False,False
30m,F13_cvd_div|bars,0.989583,12,102,-92.08124620657763,0.5129594034372889,-3.051674888555123,0.2809917355371901,0,-102.08124620657763,-94.05228551964689,False,False
30m,F13_cvd_div|bars,0.979167,12,169,-23.437445209132076,0.8281915655568394,-0.9177882159444866,0.465564738292011,2,-33.43744520913207,-24.8182933882277,False,False
30m,F13_cvd_div|bars,0.958333,12,301,-28.906215375113774,0.7914974853565253,-1.3714322743730325,0.8292011019283747,2,-38.906215375113774,-28.815709455629705,False,False
30m,F13_cvd_div|bars,0.916667,12,493,-51.041696125410134,0.6380896133211323,-3.3474260995554057,1.3581267217630855,0,-61.041696125410134,-50.323860402126336,False,False
30m,F13_cvd_div|clock,0.989583,24,88,-11.337084969055589,0.9364533074199352,-0.22977406547726603,0.24242424242424243,3,-21.33708496905559,-14.91800646315987,False,False
30m,F13_cvd_div|clock,0.979167,24,143,15.773143315067038,1.0970796295241279,0.4246398525400455,0.3939393939393939,4,5.773143315067035,13.707500775913227,False,False
30m,F13_cvd_div|clock,0.958333,24,228,-20.025031418969284,0.8832672704468533,-0.6734688387332529,0.628099173553719,3,-30.025031418969284,-19.321836717107853,False,False
30m,F13_cvd_div|clock,0.916667,24,345,-68.8122441452109,0.6497118736744006,-2.7599334441941776,0.9504132231404959,1,-78.81224414521088,-65.59739707878698,False,False
30m,F14_flushout|bars,0.989583,12,0,,,,0.0,0,,,False,False
30m,F14_flushout|bars,0.979167,12,0,,,,0.0,0,,,False,False
30m,F14_flushout|bars,0.958333,12,0,,,,0.0,0,,,False,False
30m,F14_flushout|bars,0.916667,12,0,,,,0.0,0,,,False,False
30m,F14_flushout|clock,0.989583,24,0,,,,0.0,0,,,False,False
30m,F14_flushout|clock,0.979167,24,0,,,,0.0,0,,,False,False
30m,F14_flushout|clock,0.958333,24,0,,,,0.0,0,,,False,False
30m,F14_flushout|clock,0.916667,24,0,,,,0.0,0,,,False,False
30m,F15_fund_fade|bars,0.989583,8,1161,-22.988084093380536,0.7531339292370893,-3.2608796469082804,3.1983471074380163,0,-32.988084093380536,-19.504981357337034,False,False
30m,F15_fund_fade|bars,0.979167,8,1185,-22.703497537021473,0.7568700520433971,-3.336613514651735,3.2644628099173554,0,-32.70349753702147,-19.326088948655087,False,False
30m,F15_fund_fade|bars,0.958333,8,1211,-24.681655055076124,0.7372395497402865,-3.6745572934903974,3.3360881542699725,0,-34.68165505507612,-21.509387701003018,False,False
30m,F15_fund_fade|bars,0.916667,8,1247,-24.899960824976276,0.7371315567552593,-3.7209925699572874,3.435261707988981,0,-34.89996082497627,-21.981900041546453,False,False
30m,F15_fund_fade|clock,0.989583,16,610,-26.734810568641393,0.7896775300050057,-2.0149141316444314,1.6804407713498624,0,-36.73481056864139,-18.964630269314522,False,False
30m,F15_fund_fade|clock,0.979167,16,623,-23.031168340483138,0.8152490012836245,-1.7873554075086244,1.7162534435261707,0,-33.03116834048314,-15.49950415009907,False,False
30m,F15_fund_fade|clock,0.958333,16,638,-21.604741143240286,0.8285435980468269,-1.5761797025337503,1.7575757575757576,0,-31.604741143240293,-14.46076335035905,False,False
30m,F15_fund_fade|clock,0.916667,16,659,-23.128980531854975,0.8165893905163879,-1.8336997338422574,1.815426997245179,0,-33.128980531854985,-16.649952957786375,False,False
30m,F16_fund_follow|bars,0.989583,8,1161,-17.011915906619475,0.8109997706271825,-2.3849586352350256,3.1983471074380163,1,-27.01191590661947,-20.49501864266297,False,False
30m,F16_fund_follow|bars,0.979167,8,1185,-17.296502462978538,0.8098364472108334,-2.517387274845914,3.2644628099173554,1,-27.296502462978538,-20.673911051344923,False,False
30m,F16_fund_follow|bars,0.958333,8,1211,-15.318344944923888,0.8284097891753842,-2.2632147926221005,3.3360881542699725,1,-25.318344944923886,-18.49061229899699,False,False
30m,F16_fund_follow|bars,0.916667,8,1247,-15.100039175023733,0.8315423277226722,-2.2343941247799974,3.435261707988981,1,-25.100039175023728,-18.018099958453554,False,False
30m,F16_fund_follow|clock,0.989583,16,610,-13.265189431358607,0.8897706806013412,-0.9930614883986385,1.6804407713498624,2,-23.265189431358607,-21.03536973068548,False,False
30m,F16_fund_follow|clock,0.979167,16,623,-16.968831659516862,0.8608935598692864,-1.3097384847814673,1.7162534435261707,2,-26.96883165951686,-24.500495849900943,False,False
30m,F16_fund_follow|clock,0.958333,16,638,-18.395258856759714,0.852229467729152,-1.336040260818687,1.7575757575757576,1,-28.395258856759718,-25.539236649640948,False,False
30m,F16_fund_follow|clock,0.916667,16,659,-16.871019468145025,0.8626949847939036,-1.3295210701590132,1.815426997245179,1,-26.871019468145025,-23.350047042213625,False,False
30m,F17_fund3_exh|bars,0.989583,8,726,-19.698817419853214,0.7632788771150862,-2.839538703977048,2.0,1,-29.69881741985321,-18.425917868658296,False,False
30m,F17_fund3_exh|bars,0.979167,8,832,-18.116807515267705,0.7880381982457514,-2.4458566310241148,2.2920110192837466,0,-28.116807515267705,-15.589681714043275,False,False
30m,F17_fund3_exh|bars,0.958333,8,866,-18.72537395026224,0.7867425848195847,-2.6159016964471498,2.3856749311294765,1,-28.725373950262238,-16.422131793502306,False,False
30m,F17_fund3_exh|bars,0.916667,8,896,-17.497324178933866,0.8000830540515995,-2.4533665891968135,2.46831955922865,1,-27.49732417893387,-15.409059554152554,False,False
30m,F17_fund3_exh|clock,0.989583,16,385,-10.655701819151847,0.9039086206238736,-0.7113355660173849,1.0606060606060606,2,-20.65570181915185,-7.8026391718251205,False,False
30m,F17_fund3_exh|clock,0.979167,16,441,-16.770686647256316,0.8657710086473562,-1.0913408176906194,1.2148760330578512,2,-26.77068664725632,-11.082000022577441,False,False
30m,F17_fund3_exh|clock,0.958333,16,460,-16.193005082120052,0.871516301914539,-1.0839379697445217,1.2672176308539944,2,-26.193005082120056,-11.021352586691911,False,False
30m,F17_fund3_exh|clock,0.916667,16,476,-12.2670750018611,0.9018160475554762,-0.8456745633500694,1.3112947658402203,2,-22.267075001861105,-7.560257106232082,False,False
30m,F18_oi_follow|bars,0.989583,12,140,12.241157674589203,1.0897105436564294,0.2961780691495872,0.3856749311294766,5,2.2411576745892035,13.582108743989107,False,False
30m,F18_oi_follow|bars,0.979167,12,243,7.956492829371623,1.0602620292603266,0.31337603412491316,0.6694214876033058,3,-2.0435071706283794,8.280750529608223,False,False
30m,F18_oi_follow|bars,0.958333,12,435,-12.941912019422965,0.8941512945846035,-0.7216975301184612,1.1983471074380165,3,-22.94191201942297,-13.578891346168415,False,False
30m,F18_oi_follow|bars,0.916667,12,715,-12.1257289067835,0.8958648010018191,-1.0337006005772955,1.9696969696969697,1,-22.1257289067835,-12.343055393249157,False,False
30m,F18_oi_follow|clock,0.989583,24,116,12.592613488251997,1.0666672176536514,0.2517420013424957,0.31955922865013775,4,2.592613488251999,12.61224788936259,False,False
30m,F18_oi_follow|clock,0.979167,24,196,10.045881468415852,1.055130214858842,0.29516444392170066,0.5399449035812672,3,0.0458814684158519,9.994336228170626,False,False
30m,F18_oi_follow|clock,0.958333,24,321,6.4070691794964345,1.0387878896458698,0.2472644197547305,0.8842975206611571,2,-3.5929308205035597,5.223215914916946,False,False
30m,F18_oi_follow|clock,0.916667,24,474,-10.508736794932192,0.9356822779684746,-0.4810645073139051,1.3057851239669422,2,-20.50873679493219,-11.089282820040415,False,False
30m,F19_oi_flush|bars,0.989583,12,20,-174.5840455595419,0.09332370281313532,-3.2871634479820293,0.05509641873278237,0,-184.58404555954186,-177.79002821995277,False,False
30m,F19_oi_flush|bars,0.979167,12,34,17.56921028597145,1.1568386984413463,0.3508896916677419,0.09366391184573003,4,7.569210285971453,10.54178667173621,False,False
30m,F19_oi_flush|bars,0.958333,12,66,-28.924524622153132,0.8396377050736119,-0.5849462910681331,0.18181818181818182,4,-38.92452462215313,-34.26151207769569,False,False
30m,F19_oi_flush|bars,0.916667,12,112,-40.442753551894135,0.7377995141121833,-1.2201476031161178,0.3085399449035813,2,-50.44275355189413,-45.22929983249035,False,False
30m,F19_oi_flush|clock,0.989583,24,20,-72.330807484528,0.6891298043886427,-0.6230125010368837,0.05509641873278237,2,-82.330807484528,-80.2327731725023,False,False
30m,F19_oi_flush|clock,0.979167,24,31,19.954924552969395,1.0938986535863264,0.18521362334942132,0.08539944903581267,4,9.954924552969404,3.7446053694952206,False,False
30m,F19_oi_flush|clock,0.958333,24,55,-47.92042615610824,0.7956284342881429,-0.7263559739170514,0.15151515151515152,2,-57.92042615610825,-62.104743676703585,False,False
30m,F19_oi_flush|clock,0.916667,24,97,-59.11214947958052,0.741698552529396,-1.1834318510877062,0.26721763085399447,1,-69.11214947958052,-72.24240117040738,False,False
30m,F20_btc_lead|bars,0.989583,4,238,-32.51044922199768,0.6756651282756428,-2.3211462704752392,0.6556473829201102,0,-42.51044922199769,-32.28594395901212,False,False
30m,F20_btc_lead|bars,0.979167,4,411,-22.493372674785167,0.7477131265102803,-2.3345302999617688,1.1322314049586777,1,-32.49337267478517,-22.500552899344765,False,False
30m,F20_btc_lead|bars,0.958333,4,748,-26.251112724921104,0.7081469638394006,-3.2978528044756397,2.0606060606060606,0,-36.2511127249211,-26.383124165503414,False,False
30m,F20_btc_lead|bars,0.916667,4,1285,-23.528553357674852,0.7036521761297418,-4.221261479343754,3.5399449035812673,0,-33.528553357674845,-23.734319402579896,False,False
30m,F20_btc_lead|clock,0.989583,8,209,-10.287419730374852,0.906141504187056,-0.5118168274797641,0.5757575757575758,3,-20.287419730374854,-9.081984518289836,False,False
30m,F20_btc_lead|clock,0.979167,8,340,-20.086021170887047,0.8206046191456429,-1.327737689614395,0.9366391184573003,2,-30.08602117088705,-20.289882232535774,False,False
30m,F20_btc_lead|clock,0.958333,8,582,-24.252198440575558,0.7786801744411226,-2.0827401951566826,1.603305785123967,1,-34.252198440575555,-24.575635805207927,False,False
30m,F20_btc_lead|clock,0.916667,8,922,-24.69427877769375,0.7559616284562696,-2.9151829806397282,2.5399449035812673,1,-34.69427877769375,-24.735434624160586,False,False
30m,F21_rs_follow|bars,0.989583,12,62,-64.43090534439918,0.6154658530247872,-1.3652643651829743,0.17079889807162535,2,-74.43090534439918,-64.17915234550397,False,False
30m,F21_rs_follow|bars,0.979167,12,101,0.5183732626576192,1.0040394081003092,0.01395976886543964,0.27823691460055094,3,-9.481626737342378,-1.287000068017757,False,False
30m,F21_rs_follow|bars,0.958333,12,193,21.965305616293964,1.192463230040391,0.9061243863875144,0.5316804407713499,5,11.965305616293966,21.54804792988895,False,False
30m,F21_rs_follow|bars,0.916667,12,369,-20.875193968404226,0.8460638213904631,-1.1497288718326877,1.0165289256198347,2,-30.875193968404226,-22.626988113277285,False,False
30m,F21_rs_follow|clock,0.989583,24,47,17.16553223612336,1.0842868653391147,0.2702163826935238,0.12947658402203857,2,7.165532236123346,19.902658911386713,False,False
30m,F21_rs_follow|clock,0.979167,24,76,7.044894940783228,1.0347204643464194,0.11461348273499108,0.209366391184573,3,-2.9551050592167756,6.532141246774884,False,False
30m,F21_rs_follow|clock,0.958333,24,139,-0.4510308191576591,0.9974144314081305,-0.011183199818791205,0.38292011019283745,4,-10.45103081915767,-0.24979673801014698,False,False
30m,F21_rs_follow|clock,0.916667,24,253,-23.821257893760627,0.8728937382676989,-0.7301758187704708,0.696969696969697,2,-33.821257893760624,-25.829872671948955,False,False
30m,F22_rs_fade|bars,0.989583,12,62,24.430905344399164,1.2018331883733067,0.5057992895280183,0.17079889807162535,4,14.430905344399159,24.17915234550394,False,False
30m,F22_rs_fade|bars,0.979167,12,101,-40.51837326265765,0.7286726083863642,-1.068632439105653,0.27823691460055094,2,-50.518373262657654,-38.712999931982246,False,False
30m,F22_rs_fade|bars,0.958333,12,193,-61.96530561629397,0.6113982482731566,-2.509490843242814,0.5316804407713499,0,-71.96530561629397,-61.54804792988896,False,False
30m,F22_rs_fade|bars,0.916667,12,369,-19.12480603159579,0.8589462550877053,-1.0375314710417862,1.0165289256198347,2,-29.124806031595796,-17.373011886722733,False,False
