tf,family,q,hold_bars,n,mean_bp,pf,t,per_day,folds_pos,mean15_bp,adj_bp,pass_rel,pass_std
1m,F05_rsi_rev|bars,0.999306,12,338,-0.6253388264812604,0.9826944428384337,-0.10344228030963683,0.931129476584022,4,-10.625338826481254,-0.5810379965739285,False,False
1m,F05_rsi_rev|bars,0.998611,12,574,-5.9083590054301185,0.8312853954334816,-1.530648887485653,1.581267217630854,1,-15.908359005430114,-5.887634758526883,False,False
1m,F05_rsi_rev|bars,0.997222,12,1020,-9.789790126111296,0.7124332708014882,-3.553559972085729,2.809917355371901,1,-19.789790126111292,-9.76222430814911,False,False
1m,F05_rsi_rev|clock,0.999653,720,150,57.917809012056175,1.440304925618462,1.726329764831335,0.4132231404958678,3,47.91780901205619,63.52104475702703,False,False
1m,F05_rsi_rev|clock,0.999306,720,223,28.673843100696757,1.196347044557356,0.971884317518809,0.6143250688705234,5,18.673843100696754,29.70318147039444,False,False
1m,F05_rsi_rev|clock,0.998611,720,301,-14.832817201594073,0.9128079729379189,-0.5876642245062442,0.8292011019283747,3,-24.83281720159407,-13.537134352693938,False,False
1m,F05_rsi_rev|clock,0.997222,720,407,-24.369909215789285,0.8515978955810964,-1.155111972108504,1.121212121212121,3,-34.369909215789285,-24.962518403876373,False,False
1m,F06_bb_rev|bars,0.999653,12,436,-10.934939138765719,0.6998822776519403,-2.354267667743492,1.2011019283746556,1,-20.934939138765717,-10.900697858579834,False,False
1m,F06_bb_rev|bars,0.999306,12,806,-14.91676436612637,0.5717573103186262,-5.214762268347947,2.2203856749311295,0,-24.916764366126365,-14.882683448415792,False,False
1m,F06_bb_rev|bars,0.998611,12,1456,-19.032939268588258,0.4673721752775384,-8.075378531433277,4.011019283746556,0,-29.032939268588258,-19.00002453068955,False,False
1m,F06_bb_rev|bars,0.997222,12,2677,-17.060424772247536,0.4700745435977771,-11.614865220484848,7.37465564738292,0,-27.060424772247533,-17.030809590602725,False,False
1m,F06_bb_rev|clock,0.999653,720,265,14.172912468613417,1.104520045287628,0.5644228173325558,0.7300275482093664,4,4.172912468613417,15.811166958832183,False,False
1m,F06_bb_rev|clock,0.999306,720,356,-22.334143362342108,0.8606184574921704,-1.0300333180326338,0.9807162534435262,2,-32.334143362342104,-19.12060757920607,False,False
