fw,id,name,tr_n,tr_pf,tr_mean,tr_t,va_n,va_pf,va_mean,va_t,tr_pd,va_pd,std,rel,tr_only_rel
engine200,51,MTF MA Ribbon Consensus,40,1.001,0.2,0.0,26,0.76,-74.27,-0.49,0.14652014652014653,0.28888888888888886,False,False,False
engine200,52,MTF MA Ribbon Pullback Reclaim,37,1.676,97.04,1.23,22,1.926,127.66,1.04,0.13553113553113552,0.24444444444444444,False,False,False
engine200,53,MTF SuperTrend 4h + 1h EMA Cross,199,0.813,-31.75,-1.15,62,0.405,-171.63,-2.46,0.7289377289377289,0.6888888888888889,False,False,False
engine200,54,MTF SuperTrend 4h + 1h RSI Dip,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,55,MTF Donchian 4h Break + 1d Filter,33,0.941,-15.27,-0.14,16,0.98,-9.39,-0.03,0.12087912087912088,0.17777777777777778,False,False,False
engine200,56,MTF Donchian 1h Break + ATR Exp,84,1.156,28.69,0.46,31,0.459,-214.01,-1.76,0.3076923076923077,0.34444444444444444,False,False,False
engine200,57,MTF Dual Thrust Range Exp,378,0.945,-7.5,-0.41,132,0.958,-7.35,-0.17,1.3846153846153846,1.4666666666666666,False,False,False
engine200,58,MTF 4h ADX Trend + 1h EMA Cross,151,0.755,-54.17,-1.33,49,1.229,33.69,0.54,0.5531135531135531,0.5444444444444444,False,False,False
engine200,59,MTF MA Slope Consensus,29,0.605,-131.46,-0.87,20,0.956,-13.95,-0.08,0.10622710622710622,0.2222222222222222,False,False,False
engine200,60,MTF Aroon Trend Onset,10,0.813,-61.67,-0.23,0,0.0,0.0,0.0,0.03663003663003663,0.0,False,False,False
engine200,61,MTF Guppy GMMA Expansion,159,0.872,-34.05,-0.69,53,0.901,-32.37,-0.29,0.5824175824175825,0.5888888888888889,False,False,False
engine200,62,MTF Kaufman ER Trend Pulse,16,0.847,-56.99,-0.22,13,0.617,-129.52,-0.64,0.05860805860805861,0.14444444444444443,False,False,False
engine200,63,MTF MACD Hist Burst + 4h ST,169,0.875,-19.41,-0.66,53,0.535,-129.28,-1.58,0.6190476190476191,0.5888888888888889,False,False,False
engine200,64,MTF Keltner Breakout + 4h Trend,110,0.998,-0.44,-0.01,39,1.461,88.65,0.91,0.40293040293040294,0.43333333333333335,False,False,False
engine200,65,MTF Keltner Break + SL/TP,144,0.979,-3.97,-0.11,71,1.146,27.75,0.48,0.5274725274725275,0.7888888888888889,False,False,False
engine200,66,MTF Vortex Proxy Consensus,221,0.866,-27.56,-0.82,78,0.849,-47.92,-0.57,0.8095238095238095,0.8666666666666667,False,False,False
engine200,67,MTF 3 Consecutive Trend Bars,201,1.135,21.29,0.67,78,1.3,58.67,0.82,0.7362637362637363,0.8666666666666667,False,False,False
engine200,68,MTF Directional Momentum Thrust,108,0.994,-1.41,-0.02,42,1.192,53.42,0.45,0.3956043956043956,0.4666666666666667,False,False,False
engine200,69,MTF Choppiness Gated Trend,72,0.931,-14.81,-0.22,23,2.028,165.72,1.29,0.26373626373626374,0.25555555555555554,False,False,False
engine200,70,MTF CMF Flow + Trend Consensus,149,0.872,-28.91,-0.63,43,1.068,16.96,0.17,0.5457875457875457,0.4777777777777778,False,False,False
engine200,71,MTF RSI<25 Dip in 1d Bull,4,815.25,260.96,1.67,10,0.477,-143.15,-0.71,0.014652014652014652,0.1111111111111111,False,False,False
engine200,72,MTF RSI<20 Deep Dip in 4h Bull,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,73,MTF BB %B Lower Reclaim,48,0.532,-79.44,-1.42,12,1.173,19.74,0.23,0.17582417582417584,0.13333333333333333,False,False,False
engine200,74,MTF BB 3-Sigma Stretch Fade,53,0.579,-74.87,-1.43,25,0.832,-40.96,-0.32,0.19413919413919414,0.2777777777777778,False,False,False
engine200,75,MTF Keltner 2-ATR Dip Bounce,36,1.329,46.37,0.64,13,0.879,-23.11,-0.19,0.13186813186813187,0.14444444444444443,False,False,False
engine200,76,MTF Connors RSI3 Dip in 1d Bull,43,1.308,32.08,0.56,20,0.4,-159.28,-1.36,0.1575091575091575,0.2222222222222222,False,False,False
engine200,77,MTF RSI<25 + Volume Climax,13,0.454,-174.44,-0.85,10,1.411,63.26,0.37,0.047619047619047616,0.1111111111111111,False,False,False
engine200,78,MTF Williams %R Oversold Snap,34,0.365,-135.88,-2.29,8,0.803,-37.87,-0.22,0.12454212454212454,0.08888888888888889,False,False,False
engine200,79,MTF CCI Oversold Snapback,5,0.174,-175.95,-1.53,2,3.126,80.82,0.52,0.018315018315018316,0.022222222222222223,False,False,False
engine200,80,MTF Distance from 4h EMA Stretch,170,0.907,-16.91,-0.51,82,0.679,-76.25,-1.17,0.6227106227106227,0.9111111111111111,False,False,False
engine200,81,MTF BB+RSI Double Exhaustion,42,0.421,-140.16,-1.78,20,0.468,-148.45,-1.26,0.15384615384615385,0.2222222222222222,False,False,False
engine200,82,MTF MFI+RSI Deep Capitulation,1,999.0,222.46,222459994743.79,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
engine200,83,MTF Pin Bar at 24h Low,25,0.428,-140.21,-1.62,8,1.297,67.24,0.26,0.09157509157509157,0.08888888888888889,False,False,False
engine200,84,MTF 6 Down-Bars in 1d Bull,14,0.74,-35.03,-0.44,6,0.839,-30.11,-0.15,0.05128205128205128,0.06666666666666667,False,False,False
engine200,85,MTF RSI Dip + SL/TP (1:2),1,999.0,380.0,380000000000.0,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
engine200,86,MTF RSI>75 Short in 1d Bear,9,0.937,-11.15,-0.07,3,0.639,-121.32,-0.26,0.03296703296703297,0.03333333333333333,False,False,False
engine200,87,MTF BB Upper Reject in 4h Bear,7,2.741,333.25,0.84,6,1.124,22.24,0.1,0.02564102564102564,0.06666666666666667,False,False,False
engine200,88,MTF Chop-Gated BB Fade,61,0.887,-16.01,-0.34,11,1.534,90.91,0.45,0.22344322344322345,0.12222222222222222,False,False,False
engine200,89,MTF RSI Bullish Divergence,1,999.0,226.46,226458626257.24,1,0.0,-203.76,-203759239679.97,0.003663003663003663,0.011111111111111112,False,False,False
engine200,90,MTF CMF<-0.25 Snap in 1d Bull,10,0.579,-110.92,-0.67,2,0.801,-126.6,-0.11,0.03663003663003663,0.022222222222222223,False,False,False
engine200,91,Top-Trader LS Div Accumulation,28,1.019,3.58,0.04,0,0.0,0.0,0.0,0.10256410256410256,0.0,False,False,False
engine200,92,Top-Trader LS Surge + Taker Flow,9,0.109,-519.7,-1.59,3,0.579,-111.32,-0.32,0.03296703296703297,0.03333333333333333,False,False,False
engine200,93,Taker Buy 4h Surge >65%,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,94,Taker Climax Exhaustion Fade,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,95,Quote Vol Breakout + 4h Trend,47,1.104,22.98,0.21,18,0.945,-15.11,-0.1,0.17216117216117216,0.2,False,False,False
engine200,96,Retail Count Frenzy Fade,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,97,Inst Block Flow Follow,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,98,Taker Flow 3-Bar Persistence,14,0.974,-3.94,-0.04,0,0.0,0.0,0.0,0.05128205128205128,0.0,False,False,False
engine200,99,RVOL 5x Explosion Breakout,24,0.419,-190.3,-1.21,6,1.545,173.26,0.42,0.08791208791208792,0.06666666666666667,False,False,False
engine200,100,Top-Trader LS 24h Delta Mom,42,0.677,-89.25,-0.82,1,0.0,-1113.92,-1113919439835.58,0.15384615384615385,0.011111111111111112,False,False,False
engine200,101,Top-Trader Short Squeeze Hunter,1,999.0,317.38,317377302998.82,10,1.688,127.09,0.67,0.003663003663003663,0.1111111111111111,False,False,False
engine200,102,Volume Climax Absorption Pin,6,0.336,-166.43,-0.87,3,0.683,-65.74,-0.24,0.02197802197802198,0.03333333333333333,False,False,False
engine200,103,Low-Vol Breakout Fade Short,5,0.45,-115.32,-0.66,0,0.0,0.0,0.0,0.018315018315018316,0.0,False,False,False
engine200,104,Heavy Sell Volume Trap Reclaim,1,0.0,-97.54,-97544011889.93,1,999.0,986.81,986806763619.65,0.003663003663003663,0.011111111111111112,False,False,False
engine200,105,Taker Flow Reversal in Oversold,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,106,Taker Surge + ATR Expansion,4,1.632,64.33,0.35,0,0.0,0.0,0.0,0.014652014652014652,0.0,False,False,False
engine200,107,Top-Trader + 4h SuperTrend Bull,61,0.597,-97.86,-1.4,0,0.0,0.0,0.0,0.22344322344322345,0.0,False,False,False
engine200,108,Top-Trader + 4h SuperTrend Bear,1,999.0,92.0,92004420754.32,9,0.749,-64.83,-0.35,0.003663003663003663,0.1,False,False,False
engine200,109,Volume Surge 50-EMA Breakout,9,0.739,-76.55,-0.38,3,0.0,-397.51,-2.9,0.03296703296703297,0.03333333333333333,False,False,False
engine200,110,Volume Weighted Momentum Thrust,50,0.922,-14.92,-0.21,28,1.476,76.89,0.77,0.18315018315018314,0.3111111111111111,False,False,False
engine200,111,BBW 7d Compression Breakout,18,0.984,-3.11,-0.03,8,0.48,-160.54,-0.81,0.06593406593406594,0.08888888888888889,False,False,False
engine200,112,ATR Ratio Compression Break,1,0.0,-526.13,-526130818349.13,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
engine200,113,HV24 Pinch into Expansion,3,0.0,-564.64,-4.52,4,0.603,-178.93,-0.42,0.01098901098901099,0.044444444444444446,False,False,False
engine200,114,CHOP<38 Trend Momentum Cross,2,0.0,-475.89,-4.51,0,0.0,0.0,0.0,0.007326007326007326,0.0,False,False,False
engine200,115,CHOP>62 Range Boundary Fade,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,116,ADX Compression Hook Breakout,16,2.08,167.46,1.07,5,1.924,349.55,0.56,0.05860805860805861,0.05555555555555555,False,False,False
engine200,117,TTM Squeeze Release + 4h ST,30,0.241,-146.51,-3.05,14,0.904,-27.36,-0.16,0.10989010989010989,0.15555555555555556,False,False,False
engine200,118,NATR 2.5x Spike Capitulation Snap,1,999.0,1754.25,1754250659246.28,1,999.0,740.39,740387917870.3,0.003663003663003663,0.011111111111111112,False,False,False
engine200,119,4h Vol Compression + 1h Donchian,34,0.563,-133.06,-1.31,11,2.236,195.87,1.15,0.12454212454212454,0.12222222222222222,False,False,False
engine200,120,High-Vol Breakout + SL/TP (2:4),116,0.734,-48.8,-1.72,61,1.117,18.68,0.43,0.4249084249084249,0.6777777777777778,False,False,False
engine200,121,Low-Vol Drift Trend Follow,73,0.743,-61.26,-0.92,29,0.577,-144.79,-1.06,0.2673992673992674,0.32222222222222224,False,False,False
engine200,122,Donchian Break + Dynamic TP/SL,179,0.768,-46.83,-1.63,65,1.042,8.22,0.16,0.6556776556776557,0.7222222222222222,False,False,False
engine200,123,Solid Marubozu Vol Expansion,60,0.678,-71.2,-1.12,21,0.728,-66.65,-0.55,0.21978021978021978,0.23333333333333334,False,False,False
engine200,124,GK Vol Spike Exhaustion Rebound,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,125,NR7 Range Expansion Breakout,75,0.947,-9.6,-0.18,26,0.81,-43.03,-0.44,0.27472527472527475,0.28888888888888886,False,False,False
engine200,126,Vol Pinch + Pre-Vol Building,10,0.366,-134.78,-0.95,4,0.061,-648.05,-1.3,0.03663003663003663,0.044444444444444446,False,False,False
engine200,127,Dual 4h/1h MTF Squeeze Break,15,1.084,13.0,0.13,6,1.974,208.9,0.63,0.054945054945054944,0.06666666666666667,False,False,False
engine200,128,ATR + Volume Surge Momentum,28,0.651,-108.3,-0.84,10,1.322,100.37,0.34,0.10256410256410256,0.1111111111111111,False,False,False
engine200,129,Vol-Adjusted Return Spike Follow,28,0.324,-264.79,-1.89,14,0.873,-34.83,-0.18,0.10256410256410256,0.15555555555555556,False,False,False
engine200,130,Regime-Filtered 20-EMA Cross,22,0.478,-123.24,-1.29,9,0.418,-127.3,-1.07,0.08058608058608059,0.1,False,False,False
engine200,131,FR Cum72h < -0.3% Long Rebound,35,0.397,-183.32,-1.89,26,0.499,-150.07,-1.28,0.1282051282051282,0.28888888888888886,False,False,False
engine200,132,FR Cum72h > +0.3% Short Exhaust,152,0.807,-39.48,-1.01,30,0.807,-61.24,-0.47,0.5567765567765568,0.3333333333333333,False,False,False
engine200,133,FR 8h Delta Momentum Follow,40,0.755,-70.95,-0.64,13,0.768,-55.84,-0.4,0.14652014652014653,0.14444444444444443,False,False,False
engine200,134,"Spot-Led Rally (Price Up, FR<=0)",41,0.795,-50.68,-0.55,15,0.406,-194.5,-1.46,0.15018315018315018,0.16666666666666666,False,False,False
engine200,135,FR<-0.05% Short Squeeze Break,6,0.151,-312.82,-1.39,2,0.0,-429.91,-1.4,0.02197802197802198,0.022222222222222223,False,False,False
engine200,136,FR>+0.08% Long Flush Breakdown,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,137,FR MA Cross + 4h Trend,94,1.034,7.79,0.12,48,1.061,12.32,0.14,0.3443223443223443,0.5333333333333333,False,False,False
engine200,138,Multi-Settlement FR Short (Filtered),0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,139,FR 14d Z-Score Mean Reversion,14,3.773,228.93,1.6,5,0.597,-87.02,-0.46,0.05128205128205128,0.05555555555555555,False,False,False
engine200,140,High-FR Alt Short in Macro Bear,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,141,FR Zero-Cross Momentum Burst,25,2.317,172.51,1.58,5,0.264,-256.23,-1.06,0.09157509157509157,0.05555555555555555,False,False,False
engine200,142,FR Extreme Spike Decay Fade,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,143,FR-Discount Trend Following,102,0.84,-34.78,-0.65,31,1.069,20.67,0.14,0.37362637362637363,0.34444444444444444,False,False,False
engine200,144,FR Volatility-Normalized Stretch,28,0.666,-76.29,-0.67,17,0.224,-291.45,-2.36,0.10256410256410256,0.18888888888888888,False,False,False
engine200,145,FR Capitulation Rebound Long,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,146,FR Dislocation + ATR SL/TP,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,147,FR 5-Period Exhaustion Short,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,148,FR Trend-Aligned Carry Bias,20,0.583,-108.37,-0.94,8,0.177,-361.02,-1.9,0.07326007326007326,0.08888888888888889,False,False,False
engine200,149,FR Bullish Divergence at Lows,14,0.866,-27.51,-0.19,11,0.562,-146.48,-0.65,0.05128205128205128,0.12222222222222222,False,False,False
engine200,150,FR Extreme + 4h SuperTrend,15,0.378,-159.65,-1.54,9,0.124,-322.6,-2.28,0.054945054945054944,0.1,False,False,False
engine200,151,OI Surge + Price Breakout Follow,17,0.888,-36.92,-0.18,4,3.52,226.0,1.06,0.06227106227106227,0.044444444444444446,False,False,False
engine200,152,OI Absorption Coiled Spring Break,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,153,OI Collapse Cascade Continuation,3,0.098,-810.22,-0.86,1,999.0,43.89,43890178351.99,0.01098901098901099,0.011111111111111112,False,False,False
engine200,154,OI Flush Climax Snapback Long,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,155,OI 7d Expansion + Trend Consensus,39,0.776,-65.37,-0.61,12,2.224,175.06,0.97,0.14285714285714285,0.13333333333333333,False,False,False
engine200,156,OI Bearish Divergence at Highs,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,157,OI Bullish Accumulation at Lows,1,999.0,2344.84,2344841530730.1,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
engine200,158,OI Build + Negative FR Squeeze,11,0.69,-99.64,-0.4,2,0.0,-709.66,-1.39,0.040293040293040296,0.022222222222222223,False,False,False
engine200,159,OI Build + Positive FR Long Squeeze,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,160,Post-Flush Stabilization Reclaim,9,1.913,134.72,0.68,4,3.434,154.26,0.88,0.03296703296703297,0.044444444444444446,False,False,False
engine200,161,Top-Trader + OI Joint Expansion,26,0.793,-49.19,-0.39,1,999.0,1191.8,1191799886001.64,0.09523809523809523,0.011111111111111112,False,False,False
engine200,162,OI Velocity Spike Follow,94,1.036,6.38,0.12,35,0.864,-30.87,-0.33,0.3443223443223443,0.3888888888888889,False,False,False
engine200,163,OI Breakout + Tight SL/TP,117,0.895,-17.49,-0.54,50,1.08,13.08,0.25,0.42857142857142855,0.5555555555555556,False,False,False
engine200,164,OI 7d ATH Rejection Short,8,0.969,-7.13,-0.03,1,999.0,1167.54,1167541008790.25,0.029304029304029304,0.011111111111111112,False,False,False
engine200,165,Fast 1h OI Flush Snapback,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,166,Coiled Spring Low-Vol OI Break,7,0.169,-134.62,-1.72,3,0.0,-492.51,-1.29,0.02564102564102564,0.03333333333333333,False,False,False
engine200,167,OI/Turnover Ratio Spike,103,0.693,-67.77,-1.42,29,0.906,-28.37,-0.2,0.3772893772893773,0.32222222222222224,False,False,False
engine200,168,Persistent 20h OI Inflow Trend,30,1.4,81.81,0.62,10,2.113,156.58,0.75,0.10989010989010989,0.1111111111111111,False,False,False
engine200,169,Post-Flush Bottom + Dynamic SL/TP,3,3.625,280.0,840000000000.0,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,170,OI Mom + 4h SuperTrend Cross,40,0.536,-146.28,-1.46,10,1.011,3.44,0.01,0.14652014652014653,0.1111111111111111,False,False,False
engine200,171,MTF Fair Value Gap (FVG) Retest,28,2.942,210.29,2.09,5,4.147,95.07,1.01,0.10256410256410256,0.05555555555555555,False,False,False
engine200,172,Break of Structure (BOS) + 4h,137,0.758,-54.32,-1.23,38,1.25,66.74,0.54,0.5018315018315018,0.4222222222222222,False,False,False
engine200,173,Liquidity Sweep Judas Swing,55,0.533,-91.42,-1.78,11,0.468,-172.91,-0.84,0.20146520146520147,0.12222222222222222,False,False,False
engine200,174,PDH/PDL Sweep Reversal,190,0.892,-14.87,-0.53,47,0.445,-140.62,-1.95,0.6959706959706959,0.5222222222222223,False,False,False
engine200,175,EQH Liquidity Grab Breakout,4,1.693,169.76,0.36,1,999.0,1082.37,1082373728242.47,0.014652014652014652,0.011111111111111112,False,False,False
engine200,176,London Session Sweep Reclaim,29,0.71,-52.31,-0.73,5,0.996,-0.48,-0.0,0.10622710622710622,0.05555555555555555,False,False,False
engine200,177,Inside Bar Breakout + 4h Trend,156,0.747,-47.23,-1.38,59,1.122,22.76,0.31,0.5714285714285714,0.6555555555555556,False,False,False
engine200,178,Engulfing Bar + 4h Trend,128,1.138,23.24,0.53,44,1.301,50.78,0.69,0.46886446886446886,0.4888888888888889,False,False,False
engine200,179,Pin Bar Rejection at 50 EMA,38,1.055,6.74,0.14,8,0.396,-99.22,-0.91,0.1391941391941392,0.08888888888888889,False,False,False
engine200,180,Swing Failure Pattern (SFP) 48h,27,0.304,-144.38,-2.41,7,0.204,-271.12,-1.53,0.0989010989010989,0.07777777777777778,False,False,False
engine200,181,NR4 Volatility Expansion Break,207,0.89,-17.32,-0.61,70,0.981,-3.75,-0.06,0.7582417582417582,0.7777777777777778,False,False,False
engine200,182,Wide Range Bar Follow Through,13,0.105,-389.82,-2.5,3,1.946,233.08,0.37,0.047619047619047616,0.03333333333333333,False,False,False
engine200,183,Tight Box (<3%) Breakout,5,1.4,58.78,0.26,1,999.0,623.62,623620078065.17,0.018315018315018316,0.011111111111111112,False,False,False
engine200,184,3-Bar Higher Lows 4h Trend,69,1.1,18.98,0.3,24,0.512,-196.65,-1.3,0.25274725274725274,0.26666666666666666,False,False,False
engine200,185,Price Action Channel (PAC) Break,162,0.89,-22.93,-0.57,57,1.026,6.19,0.07,0.5934065934065934,0.6333333333333333,False,False,False
engine200,186,Extreme Wick Exhaustion Fade,43,1.219,22.64,0.45,11,1.128,27.77,0.14,0.1575091575091575,0.12222222222222222,False,False,False
engine200,187,Triangle Compression Breakout,12,0.81,-29.23,-0.29,5,0.295,-195.2,-0.99,0.04395604395604396,0.05555555555555555,False,False,False
engine200,188,FVG + Donchian Confluence,5,11.18,628.48,1.82,2,999.0,691.15,2.47,0.018315018315018316,0.022222222222222223,False,False,False
engine200,189,SFP Reversal + Dynamic SL/TP,14,0.957,-6.74,-0.07,7,2.37,158.57,1.05,0.05128205128205128,0.07777777777777778,False,False,False
engine200,190,24h Break + 4h ST + SL/TP,152,0.83,-34.29,-1.04,62,1.097,17.92,0.34,0.5567765567765568,0.6888888888888889,False,False,False
engine200,191,XS 24h Momentum Top/Bottom 10%,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,192,XS 7d Mom Leader Dip Buyer,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,193,XS Volume Share Surge Leaders,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,194,XS Vol-Adjusted Momentum Spread,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,195,XS Top-Trader LS Factor Spread,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,196,XS Funding Rate Carry Spread,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,197,XS Low-Volatility Anomaly,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,198,XS OI 24h Growth Spread,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,199,XS 24h Mean Reversion Spread,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,200,XS Price Acceleration Factor,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,201,XS Multi-Factor Composite Spread,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,202,XS Long-Only Mom in 1d Bull,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,203,XS Short-Only Laggards in 1d Bear,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,204,XS 48h Momentum 48h Rebalance,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,205,XS Turnover Velocity Factor,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,206,XS Low-Beta 7d Safe Havens,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,207,XS High-Beta Laggard Catch-Up,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,208,XS 24h Mom + SL/TP (3:6),0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,209,XS Quintile Momentum Spread,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,210,XS Mom Filtered by BTC 4h Trend,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,211,BTC 4h Bull Gated Alt Breakout,93,0.705,-67.76,-1.28,25,1.67,132.33,0.99,0.34065934065934067,0.2777777777777778,False,False,False
engine200,212,BTC Low-Vol Calm Alt Breakout,136,0.735,-60.94,-1.36,37,1.489,112.37,0.95,0.4981684981684982,0.4111111111111111,False,False,False
engine200,213,BTC 24h Surge Alt Momentum Follow,30,0.719,-65.39,-0.68,9,2.292,180.46,0.99,0.10989010989010989,0.1,False,False,False
engine200,214,BTC 6% Overextension Alt Fade,1,999.0,538.02,538020803681.77,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
engine200,215,ETH/BTC Altseason Breakout Gating,48,0.493,-146.35,-1.86,11,0.498,-156.35,-0.92,0.17582417582417584,0.12222222222222222,False,False,False
engine200,216,BTC Capitulation Spillover Snap,2,0.431,-111.25,-0.4,3,1.089,21.94,0.06,0.007326007326007326,0.03333333333333333,False,False,False
engine200,217,Alt Relative Strength in BTC Chop,36,1.284,52.45,0.55,7,1.485,83.33,0.38,0.13186813186813187,0.07777777777777778,False,False,False
engine200,218,Alt Relative Weakness Short,24,1.14,27.2,0.22,14,1.441,126.3,0.54,0.08791208791208792,0.15555555555555556,False,False,False
engine200,219,BTC FR Regime Transmission,30,1.017,3.49,0.03,8,1.125,37.54,0.13,0.10989010989010989,0.08888888888888889,False,False,False
engine200,220,Market Breadth Gated EMA Cross,162,0.874,-24.56,-0.65,51,1.037,7.85,0.1,0.5934065934065934,0.5666666666666667,False,False,False
engine200,221,Alt Market Breadth Thrust Follow,51,1.205,46.01,0.52,13,0.943,-19.28,-0.09,0.18681318681318682,0.14444444444444443,False,False,False
engine200,222,BTC Taker Flow Spillover Follow,48,1.974,85.08,1.71,13,1.196,39.25,0.24,0.17582417582417584,0.14444444444444443,False,False,False
engine200,223,BTC+Alt Dual SuperTrend Break,78,0.757,-60.17,-0.8,24,1.333,77.47,0.54,0.2857142857142857,0.26666666666666666,False,False,False
engine200,224,BTC Macro 100d Filter MA Cross,103,0.65,-74.88,-1.67,61,1.041,11.73,0.12,0.3772893772893773,0.6777777777777778,False,False,False
engine200,225,Beta-Residual Breakout Long,68,1.103,20.79,0.32,19,1.084,23.88,0.14,0.2490842490842491,0.2111111111111111,False,False,False
engine200,226,BTC Dump Rebound Leader,7,1.251,57.63,0.21,8,0.7,-134.59,-0.38,0.02564102564102564,0.08888888888888889,False,False,False
engine200,227,High Alt Dispersion Breakout,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,228,Weekend Alt Momentum Breakout,40,1.313,66.39,0.65,11,2.768,250.1,1.43,0.14652014652014653,0.12222222222222222,False,False,False
engine200,229,BTC OI Inflow Alt Breakout,13,1.036,9.26,0.05,0,0.0,0.0,0.0,0.047619047619047616,0.0,False,False,False
engine200,230,BTC Bull + Alt Break + SL/TP,14,0.789,-42.24,-0.45,0,0.0,0.0,0.0,0.05128205128205128,0.0,False,False,False
engine200,231,Hybrid: Taker Surge+ATR+BTC Bull,1,999.0,478.59,478586130639.12,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
engine200,232,Hybrid: TT Long+Vol+4h Break,20,1.167,38.11,0.28,0,0.0,0.0,0.0,0.07326007326007326,0.0,False,False,False
engine200,233,Hybrid: 1d Bull+FR Discount+Break,20,1.128,32.16,0.21,8,0.65,-73.54,-0.5,0.07326007326007326,0.08888888888888889,False,False,False
engine200,234,Hybrid: OI Flush+TT Rebound,1,999.0,2339.79,2339788516415.81,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
engine200,235,Hybrid: FVG+4h ST+Low FR,28,1.525,85.87,0.83,5,1.424,38.65,0.31,0.10256410256410256,0.05555555555555555,False,False,False
engine200,236,Hybrid: XS Leader 20-EMA Dip Reclaim,12,6.454,327.17,2.44,3,1.368,87.19,0.19,0.04395604395604396,0.03333333333333333,False,False,False
engine200,237,Hybrid: Short Squeeze Triple Trigger,5,0.94,-15.88,-0.05,0,0.0,0.0,0.0,0.018315018315018316,0.0,False,False,False
