fw,id,name,tr_n,tr_pf,tr_mean,tr_t,va_n,va_pf,va_mean,va_t,tr_pd,va_pd,std,rel,tr_only_rel
r4_mtf,978,Elder_BTC_var978,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,979,Elder_BTC_var979,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,980,Elder_BTC_var980,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,981,Elder_BTC_var981,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,982,Elder_BTC_var982,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,983,Elder_BTC_var983,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,984,Elder_BTC_var984,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,985,Elder_BTC_var985,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,986,Elder_BTC_var986,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,987,Elder_BTC_var987,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,988,Elder_BTC_var988,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,989,Elder_BTC_var989,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,990,Elder_BTC_var990,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,991,Elder_BTC_var991,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,992,Elder_BTC_var992,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,993,Elder_BTC_var993,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,994,Elder_BTC_var994,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,995,Elder_BTC_var995,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,996,Elder_BTC_var996,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,997,Elder_BTC_var997,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,998,Elder_BTC_var998,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,999,Elder_BTC_var999,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,1000,Elder_BTC_var1000,12,0.71,-52.3,-0.44,2,0.31,-249.9,-0.53,0.04395604395604396,0.022222222222222223,False,False,False
r4_mtf,1001,RS_Lead_H12_SL6,1,0.0,-246.7,0.0,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
r4_mtf,1002,RS_Lead_H12_SL7,1,0.0,-246.7,0.0,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
r4_mtf,1003,RS_Lead_H12_SL8,1,0.0,-246.7,0.0,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
r4_mtf,1004,RS_Lead_H18_SL6,1,0.0,-22.4,0.0,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
r4_mtf,1005,RS_Lead_H18_SL7,1,0.0,-22.4,0.0,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
r4_mtf,1006,RS_Lead_H18_SL8,1,0.0,-22.4,0.0,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
r4_mtf,1007,RS_Lead_H24_SL6,1,0.0,-388.9,0.0,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
r4_mtf,1008,RS_Lead_H24_SL7,1,0.0,-388.9,0.0,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
r4_mtf,1009,RS_Lead_H24_SL8,1,0.0,-388.9,0.0,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
r4_mtf,1010,RS_Lead_LowVol_Only_H12_SL6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
r4_mtf,1011,RS_Lead_LowVol_Only_H12_SL7,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
r4_mtf,1012,RS_Lead_LowVol_Only_H12_SL8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
r4_mtf,1013,RS_Lead_LowVol_Only_H18_SL6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
r4_mtf,1014,RS_Lead_LowVol_Only_H18_SL7,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
r4_mtf,1015,RS_Lead_LowVol_Only_H18_SL8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
r4_mtf,1016,RS_Lead_LowVol_Only_H24_SL6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
r4_mtf,1017,RS_Lead_LowVol_Only_H24_SL7,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
r4_mtf,1018,RS_Lead_LowVol_Only_H24_SL8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
r4_mtf,1019,All_Alts_H12_SL6,6,1.16,23.1,0.16,1,0.0,-620.0,0.0,0.02197802197802198,0.011111111111111112,False,False,False
r4_mtf,1020,All_Alts_H12_SL7,6,1.16,23.1,0.16,1,0.0,-720.0,0.0,0.02197802197802198,0.011111111111111112,False,False,False
r4_mtf,1021,All_Alts_H12_SL8,6,1.16,23.1,0.16,1,0.0,-820.0,0.0,0.02197802197802198,0.011111111111111112,False,False,False
r4_mtf,1022,All_Alts_H18_SL6,6,2.08,118.1,0.72,1,0.0,-620.0,0.0,0.02197802197802198,0.011111111111111112,False,False,False
r4_mtf,1023,All_Alts_H18_SL7,6,2.08,118.1,0.72,1,0.0,-720.0,0.0,0.02197802197802198,0.011111111111111112,False,False,False
r4_mtf,1024,All_Alts_H18_SL8,6,2.08,118.1,0.72,1,0.0,-820.0,0.0,0.02197802197802198,0.011111111111111112,False,False,False
r4_mtf,1025,All_Alts_H24_SL6,6,1.1,22.5,0.08,1,0.0,-620.0,0.0,0.02197802197802198,0.011111111111111112,False,False,False
r4_mtf,1026,All_Alts_H24_SL7,6,2.36,161.1,0.61,1,0.0,-720.0,0.0,0.02197802197802198,0.011111111111111112,False,False,False
r4_mtf,1027,All_Alts_H24_SL8,6,2.64,194.4,0.66,1,0.0,-820.0,0.0,0.02197802197802198,0.011111111111111112,False,False,False
r4_mtf,1028,All_Alts_LowVol_Only_H12_SL6,4,0.94,-9.4,-0.05,0,0.0,0.0,0.0,0.014652014652014652,0.0,False,False,False
r4_mtf,1029,All_Alts_LowVol_Only_H12_SL7,4,0.94,-9.4,-0.05,0,0.0,0.0,0.0,0.014652014652014652,0.0,False,False,False
r4_mtf,1030,All_Alts_LowVol_Only_H12_SL8,4,0.94,-9.4,-0.05,0,0.0,0.0,0.0,0.014652014652014652,0.0,False,False,False
r4_mtf,1031,All_Alts_LowVol_Only_H18_SL6,4,1.31,49.9,0.22,0,0.0,0.0,0.0,0.014652014652014652,0.0,False,False,False
r4_mtf,1032,All_Alts_LowVol_Only_H18_SL7,4,1.31,49.9,0.22,0,0.0,0.0,0.0,0.014652014652014652,0.0,False,False,False
r4_mtf,1033,All_Alts_LowVol_Only_H18_SL8,4,1.31,49.9,0.22,0,0.0,0.0,0.0,0.014652014652014652,0.0,False,False,False
r4_mtf,1034,All_Alts_LowVol_Only_H24_SL6,4,1.53,124.8,0.31,0,0.0,0.0,0.0,0.014652014652014652,0.0,False,False,False
r4_mtf,1035,All_Alts_LowVol_Only_H24_SL7,4,5.12,332.7,0.9,0,0.0,0.0,0.0,0.014652014652014652,0.0,False,False,False
r4_mtf,1036,All_Alts_LowVol_Only_H24_SL8,4,5.74,382.7,0.92,0,0.0,0.0,0.0,0.014652014652014652,0.0,False,False,False
r4_mtf,1037,RS_Squeeze_var1037,4,0.41,-37.4,-0.55,4,3.65,477.8,1.04,0.014652014652014652,0.044444444444444446,False,False,False
r4_mtf,1038,RS_Squeeze_var1038,4,0.41,-37.4,-0.55,4,3.65,477.8,1.04,0.014652014652014652,0.044444444444444446,False,False,False
r4_mtf,1039,RS_Squeeze_var1039,4,0.41,-37.4,-0.55,4,3.65,477.8,1.04,0.014652014652014652,0.044444444444444446,False,False,False
r4_mtf,1040,RS_Squeeze_var1040,4,0.41,-37.4,-0.55,4,3.65,477.8,1.04,0.014652014652014652,0.044444444444444446,False,False,False
r4_mtf,1041,RS_Squeeze_var1041,4,0.41,-37.4,-0.55,4,3.65,477.8,1.04,0.014652014652014652,0.044444444444444446,False,False,False
r4_mtf,1042,RS_Squeeze_var1042,4,0.41,-37.4,-0.55,4,3.65,477.8,1.04,0.014652014652014652,0.044444444444444446,False,False,False
r4_mtf,1043,RS_Squeeze_var1043,4,0.41,-37.4,-0.55,4,3.65,477.8,1.04,0.014652014652014652,0.044444444444444446,False,False,False
r4_mtf,1044,RS_Squeeze_var1044,4,0.41,-37.4,-0.55,4,3.65,477.8,1.04,0.014652014652014652,0.044444444444444446,False,False,False
r4_mtf,1045,RS_Squeeze_var1045,4,0.41,-37.4,-0.55,4,3.65,477.8,1.04,0.014652014652014652,0.044444444444444446,False,False,False
r4_mtf,1046,RS_Squeeze_var1046,4,0.41,-37.4,-0.55,4,3.65,477.8,1.04,0.014652014652014652,0.044444444444444446,False,False,False
r4_mtf,1047,RS_Squeeze_var1047,4,0.41,-37.4,-0.55,4,3.65,477.8,1.04,0.014652014652014652,0.044444444444444446,False,False,False
r4_mtf,1048,RS_Squeeze_var1048,4,0.41,-37.4,-0.55,4,3.65,477.8,1.04,0.014652014652014652,0.044444444444444446,False,False,False
r4_mtf,1049,RS_Squeeze_var1049,4,0.41,-37.4,-0.55,4,3.65,477.8,1.04,0.014652014652014652,0.044444444444444446,False,False,False
r4_mtf,1050,RS_Squeeze_var1050,4,0.41,-37.4,-0.55,4,3.65,477.8,1.04,0.014652014652014652,0.044444444444444446,False,False,False
r5_clean_mtf,1051,EMA_Ribbon_RSI_Pullback_H12,213,0.73,-44.8,-1.91,75,0.53,-89.1,-2.15,0.7802197802197802,0.8333333333333334,False,False,False
r5_clean_mtf,1052,EMA_Ribbon_RSI_Pullback_H12,194,0.81,-29.3,-1.09,64,0.48,-112.2,-2.56,0.7106227106227107,0.7111111111111111,False,False,False
r5_clean_mtf,1053,EMA_Ribbon_RSI_Pullback_H18,182,0.85,-27.3,-0.94,66,0.63,-84.6,-1.67,0.6666666666666666,0.7333333333333333,False,False,False
r5_clean_mtf,1054,EMA_Ribbon_RSI_Pullback_H18,162,0.73,-53.9,-1.59,54,0.55,-111.2,-1.98,0.5934065934065934,0.6,False,False,False
r5_clean_mtf,1055,EMA_Ribbon_EMA_Pullback_H12,302,0.91,-12.1,-0.64,104,0.79,-36.5,-0.91,1.1062271062271063,1.1555555555555554,False,False,False
r5_clean_mtf,1056,EMA_Ribbon_EMA_Pullback_H12,293,0.9,-14.9,-0.71,98,0.84,-28.2,-0.63,1.0732600732600732,1.0888888888888888,False,False,False
r5_clean_mtf,1057,EMA_Ribbon_EMA_Pullback_H18,239,0.8,-34.5,-1.43,90,0.86,-30.2,-0.58,0.8754578754578755,1.0,False,False,False
r5_clean_mtf,1058,EMA_Ribbon_EMA_Pullback_H18,225,0.77,-41.3,-1.52,81,0.9,-22.6,-0.38,0.8241758241758241,0.9,False,False,False
r5_clean_mtf,1059,EMA_Ribbon_Keltner_Break_H12,168,0.97,-4.4,-0.15,70,1.18,35.2,0.69,0.6153846153846154,0.7777777777777778,False,False,False
r5_clean_mtf,1060,EMA_Ribbon_Keltner_Break_H12,164,0.9,-17.5,-0.53,57,1.14,30.7,0.43,0.6007326007326007,0.6333333333333333,False,False,False
r5_clean_mtf,1061,EMA_Ribbon_Keltner_Break_H18,154,0.96,-6.7,-0.18,64,1.16,35.4,0.61,0.5641025641025641,0.7111111111111111,False,False,False
r5_clean_mtf,1062,EMA_Ribbon_Keltner_Break_H18,144,0.89,-21.9,-0.59,49,1.45,96.9,1.05,0.5274725274725275,0.5444444444444444,False,False,False
r5_clean_mtf,1063,Supertrend_RSI_Pullback_H12,198,0.83,-26.9,-1.1,67,0.41,-109.9,-2.81,0.7252747252747253,0.7444444444444445,False,False,False
r5_clean_mtf,1064,Supertrend_RSI_Pullback_H12,179,0.92,-12.5,-0.45,59,0.41,-118.2,-2.81,0.6556776556776557,0.6555555555555556,False,False,False
r5_clean_mtf,1065,Supertrend_RSI_Pullback_H18,169,0.85,-27.1,-0.92,60,0.62,-83.4,-1.7,0.6190476190476191,0.6666666666666666,False,False,False
r5_clean_mtf,1066,Supertrend_RSI_Pullback_H18,151,0.75,-48.4,-1.39,52,0.47,-122.3,-2.11,0.5531135531135531,0.5777777777777777,False,False,False
r5_clean_mtf,1067,Supertrend_EMA_Pullback_H12,299,0.92,-11.5,-0.6,97,0.74,-45.2,-1.2,1.0952380952380953,1.0777777777777777,False,False,False
r5_clean_mtf,1068,Supertrend_EMA_Pullback_H12,289,0.92,-12.1,-0.57,95,0.77,-41.7,-0.96,1.0586080586080586,1.0555555555555556,False,False,False
r5_clean_mtf,1069,Supertrend_EMA_Pullback_H18,243,0.88,-20.3,-0.84,85,0.81,-40.8,-0.84,0.8901098901098901,0.9444444444444444,False,False,False
r5_clean_mtf,1070,Supertrend_EMA_Pullback_H18,229,0.83,-32.6,-1.18,80,0.78,-53.5,-0.89,0.8388278388278388,0.8888888888888888,False,False,False
r5_clean_mtf,1071,Supertrend_Keltner_Break_H12,192,0.89,-19.1,-0.68,80,1.11,22.5,0.48,0.7032967032967034,0.8888888888888888,False,False,False
r5_clean_mtf,1072,Supertrend_Keltner_Break_H12,183,0.89,-19.4,-0.62,64,1.15,32.6,0.48,0.6703296703296703,0.7111111111111111,False,False,False
r5_clean_mtf,1073,Supertrend_Keltner_Break_H18,171,0.88,-22.3,-0.65,76,1.02,3.6,0.07,0.6263736263736264,0.8444444444444444,False,False,False
r5_clean_mtf,1074,Supertrend_Keltner_Break_H18,154,0.81,-40.5,-1.1,59,1.17,43.1,0.54,0.5641025641025641,0.6555555555555556,False,False,False
r5_clean_mtf,1075,Donchian_RSI_Pullback_H12,106,0.62,-63.4,-1.97,28,0.99,-1.8,-0.02,0.3882783882783883,0.3111111111111111,False,False,False
r5_clean_mtf,1076,Donchian_RSI_Pullback_H12,104,0.66,-58.9,-1.62,27,0.83,-27.8,-0.38,0.38095238095238093,0.3,False,False,False
r5_clean_mtf,1077,Donchian_RSI_Pullback_H18,97,0.71,-54.1,-1.45,27,0.72,-61.1,-0.72,0.3553113553113553,0.3,False,False,False
r5_clean_mtf,1078,Donchian_RSI_Pullback_H18,93,0.65,-70.9,-1.61,26,0.66,-78.8,-0.85,0.34065934065934067,0.28888888888888886,False,False,False
r5_clean_mtf,1079,Donchian_EMA_Pullback_H12,314,0.87,-19.8,-1.06,102,0.92,-13.9,-0.35,1.15018315018315,1.1333333333333333,False,False,False
r5_clean_mtf,1080,Donchian_EMA_Pullback_H12,303,0.8,-31.9,-1.51,101,0.9,-18.3,-0.43,1.10989010989011,1.1222222222222222,False,False,False
r5_clean_mtf,1081,Donchian_EMA_Pullback_H18,256,0.8,-37.0,-1.59,90,0.97,-6.1,-0.13,0.9377289377289377,1.0,False,False,False
r5_clean_mtf,1082,Donchian_EMA_Pullback_H18,243,0.74,-53.2,-1.9,84,1.07,14.4,0.25,0.8901098901098901,0.9333333333333333,False,False,False
r5_clean_mtf,1083,Donchian_Keltner_Break_H12,253,0.83,-27.7,-1.25,95,1.2,35.9,0.81,0.9267399267399268,1.0555555555555556,False,False,False
r5_clean_mtf,1084,Donchian_Keltner_Break_H12,240,0.85,-25.2,-0.98,81,1.21,41.7,0.72,0.8791208791208791,0.9,False,False,False
r5_clean_mtf,1085,Donchian_Keltner_Break_H18,224,0.85,-28.3,-1.05,88,1.07,14.4,0.29,0.8205128205128205,0.9777777777777777,False,False,False
r5_clean_mtf,1086,Donchian_Keltner_Break_H18,207,0.9,-19.3,-0.65,72,1.2,48.6,0.69,0.7582417582417582,0.8,False,False,False
r5_clean_mtf,1087,MACD_Hist_RSI_Pullback_H12,126,0.86,-20.5,-0.64,44,0.65,-69.4,-1.16,0.46153846153846156,0.4888888888888889,False,False,False
r5_clean_mtf,1088,MACD_Hist_RSI_Pullback_H12,120,0.98,-2.9,-0.09,39,0.61,-83.9,-1.3,0.43956043956043955,0.43333333333333335,False,False,False
r5_clean_mtf,1089,MACD_Hist_RSI_Pullback_H18,122,0.88,-22.2,-0.61,41,0.53,-111.5,-1.64,0.4468864468864469,0.45555555555555555,False,False,False
r5_clean_mtf,1090,MACD_Hist_RSI_Pullback_H18,111,0.87,-24.8,-0.58,36,0.67,-81.0,-1.01,0.4065934065934066,0.4,False,False,False
r5_clean_mtf,1091,MACD_Hist_EMA_Pullback_H12,317,0.87,-18.2,-0.95,101,1.2,31.2,0.75,1.1611721611721613,1.1222222222222222,False,False,False
r5_clean_mtf,1092,MACD_Hist_EMA_Pullback_H12,308,0.88,-17.1,-0.83,99,1.12,21.0,0.43,1.1282051282051282,1.1,False,False,False
r5_clean_mtf,1093,MACD_Hist_EMA_Pullback_H18,252,0.88,-20.9,-0.9,90,1.24,45.2,0.95,0.9230769230769231,1.0,False,False,False
r5_clean_mtf,1094,MACD_Hist_EMA_Pullback_H18,238,0.88,-21.7,-0.81,84,1.31,63.5,1.0,0.8717948717948718,0.9333333333333333,False,False,False
r5_clean_mtf,1095,MACD_Hist_Keltner_Break_H12,237,0.86,-22.8,-1.0,92,1.2,37.2,0.71,0.8681318681318682,1.0222222222222221,False,False,False
r5_clean_mtf,1096,MACD_Hist_Keltner_Break_H12,227,0.86,-24.9,-0.92,80,1.04,10.3,0.17,0.8315018315018315,0.8888888888888888,False,False,False
r5_clean_mtf,1097,MACD_Hist_Keltner_Break_H18,202,0.93,-13.8,-0.48,85,1.13,28.7,0.5,0.73992673992674,0.9444444444444444,False,False,False
r5_clean_mtf,1098,MACD_Hist_Keltner_Break_H18,187,0.94,-11.8,-0.35,72,1.09,23.7,0.35,0.684981684981685,0.8,False,False,False
r5_clean_mtf,1099,EMA_VolSurge_var1099,104,1.0,0.3,0.01,38,1.61,125.6,1.25,0.38095238095238093,0.4222222222222222,False,False,False
r5_clean_mtf,1100,EMA_VolSurge_var1100,104,1.0,0.3,0.01,38,1.61,125.6,1.25,0.38095238095238093,0.4222222222222222,False,False,False
r5_clean_mtf,1101,Dual_Squeeze_NoFlow_H12,17,1.46,49.5,0.55,8,1.56,83.2,0.46,0.06227106227106227,0.08888888888888889,False,False,False
r5_clean_mtf,1102,Dual_Squeeze_NoFlow_H12,17,1.59,63.5,0.63,8,1.39,66.3,0.35,0.06227106227106227,0.08888888888888889,False,False,False
r5_clean_mtf,1103,Dual_Squeeze_NoFlow_H18,16,1.33,48.4,0.44,8,2.18,193.2,0.89,0.05860805860805861,0.08888888888888889,False,False,False
r5_clean_mtf,1104,Dual_Squeeze_NoFlow_H18,16,1.5,73.5,0.58,8,1.92,178.9,0.74,0.05860805860805861,0.08888888888888889,False,False,False
r5_clean_mtf,1105,Dual_Squeeze_NoFlow_H24,16,1.15,33.9,0.23,8,1.25,66.3,0.28,0.05860805860805861,0.08888888888888889,False,False,False
r5_clean_mtf,1106,Dual_Squeeze_NoFlow_H24,16,1.64,106.9,0.7,8,1.46,120.8,0.43,0.05860805860805861,0.08888888888888889,False,False,False
r5_clean_mtf,1107,Dual_Squeeze_Flow55_H12,11,1.0,0.0,0.0,6,2.76,197.7,0.93,0.040293040293040296,0.06666666666666667,False,False,False
r5_clean_mtf,1108,Dual_Squeeze_Flow55_H12,11,1.0,0.3,0.0,6,2.15,167.4,0.7,0.040293040293040296,0.06666666666666667,False,False,False
r5_clean_mtf,1109,Dual_Squeeze_Flow55_H18,10,1.17,23.8,0.19,6,3.74,348.4,1.38,0.03663003663003663,0.06666666666666667,False,False,False
r5_clean_mtf,1110,Dual_Squeeze_Flow55_H18,10,1.11,16.7,0.13,6,3.1,336.6,1.16,0.03663003663003663,0.06666666666666667,False,False,False
r5_clean_mtf,1111,Dual_Squeeze_Flow55_H24,10,1.52,88.3,0.5,6,2.51,261.7,0.95,0.03663003663003663,0.06666666666666667,False,False,False
r5_clean_mtf,1112,Dual_Squeeze_Flow55_H24,10,1.54,85.4,0.46,6,2.59,312.5,0.94,0.03663003663003663,0.06666666666666667,False,False,False
r5_clean_mtf,1113,Dual_Squeeze_Flow60_H12,2,999.0,291.9,27.45,1,999.0,391.7,0.0,0.007326007326007326,0.011111111111111112,False,False,False
r5_clean_mtf,1114,Dual_Squeeze_Flow60_H12,2,999.0,291.9,27.45,1,999.0,391.7,0.0,0.007326007326007326,0.011111111111111112,False,False,False
r5_clean_mtf,1115,Dual_Squeeze_Flow60_H18,2,999.0,564.6,27.64,1,999.0,445.6,0.0,0.007326007326007326,0.011111111111111112,False,False,False
r5_clean_mtf,1116,Dual_Squeeze_Flow60_H18,2,999.0,564.6,27.64,1,999.0,445.6,0.0,0.007326007326007326,0.011111111111111112,False,False,False
r5_clean_mtf,1117,Dual_Squeeze_Flow60_H24,2,999.0,719.6,2.76,1,999.0,359.2,0.0,0.007326007326007326,0.011111111111111112,False,False,False
r5_clean_mtf,1118,Dual_Squeeze_Flow60_H24,2,999.0,919.6,2.0,1,999.0,359.2,0.0,0.007326007326007326,0.011111111111111112,False,False,False
r5_clean_mtf,1119,4H_Squeeze_Only_NoFlow_H12,49,1.78,78.9,1.53,20,3.26,262.3,2.05,0.1794871794871795,0.2222222222222222,False,False,False
r5_clean_mtf,1120,4H_Squeeze_Only_NoFlow_H12,48,1.78,80.6,1.46,19,3.83,294.4,1.98,0.17582417582417584,0.2111111111111111,False,False,False
r5_clean_mtf,1121,4H_Squeeze_Only_NoFlow_H18,44,1.45,62.2,1.05,18,2.93,257.7,1.97,0.16117216117216118,0.2,False,False,False
r5_clean_mtf,1122,4H_Squeeze_Only_NoFlow_H18,42,1.38,55.5,0.82,17,2.99,250.3,1.65,0.15384615384615385,0.18888888888888888,False,False,False
r5_clean_mtf,1123,4H_Squeeze_Only_NoFlow_H24,42,1.2,35.6,0.53,17,2.11,220.8,1.26,0.15384615384615385,0.18888888888888888,False,False,False
r5_clean_mtf,1124,4H_Squeeze_Only_NoFlow_H24,39,1.68,92.8,1.18,16,2.57,305.5,1.27,0.14285714285714285,0.17777777777777778,False,False,False
r5_clean_mtf,1125,4H_Squeeze_Only_Flow55_H12,39,1.16,19.1,0.38,15,3.06,236.2,1.78,0.14285714285714285,0.16666666666666666,False,False,False
r5_clean_mtf,1126,4H_Squeeze_Only_Flow55_H12,38,1.11,14.0,0.26,14,3.36,239.7,1.57,0.1391941391941392,0.15555555555555556,False,False,False
r5_clean_mtf,1127,4H_Squeeze_Only_Flow55_H18,36,1.11,16.8,0.27,14,1.9,170.0,1.16,0.13186813186813187,0.15555555555555556,False,False,False
r5_clean_mtf,1128,4H_Squeeze_Only_Flow55_H18,35,0.9,-18.5,-0.25,13,1.55,107.0,0.65,0.1282051282051282,0.14444444444444443,False,False,False
r5_clean_mtf,1129,4H_Squeeze_Only_Flow55_H24,35,1.03,5.7,0.07,14,1.46,111.8,0.66,0.1282051282051282,0.15555555555555556,False,False,False
r5_clean_mtf,1130,4H_Squeeze_Only_Flow55_H24,33,0.98,-4.6,-0.05,13,1.36,94.0,0.44,0.12087912087912088,0.14444444444444443,False,False,False
r5_clean_mtf,1131,4H_Squeeze_Only_Flow60_H12,21,0.83,-24.4,-0.36,4,999.0,442.4,2.37,0.07692307692307693,0.044444444444444446,False,False,False
r5_clean_mtf,1132,4H_Squeeze_Only_Flow60_H12,21,0.84,-23.0,-0.33,4,999.0,234.0,3.93,0.07692307692307693,0.044444444444444446,False,False,False
r5_clean_mtf,1133,4H_Squeeze_Only_Flow60_H18,21,0.93,-13.9,-0.14,4,999.0,531.7,2.92,0.07692307692307693,0.044444444444444446,False,False,False
r5_clean_mtf,1134,4H_Squeeze_Only_Flow60_H18,21,0.85,-32.4,-0.31,4,999.0,301.7,2.29,0.07692307692307693,0.044444444444444446,False,False,False
r5_clean_mtf,1135,4H_Squeeze_Only_Flow60_H24,21,0.94,-13.6,-0.13,4,56.2,569.5,2.27,0.07692307692307693,0.044444444444444446,False,False,False
r5_clean_mtf,1136,4H_Squeeze_Only_Flow60_H24,20,1.19,37.0,0.31,4,47.03,474.9,1.52,0.07326007326007326,0.044444444444444446,False,False,False
r5_clean_mtf,1137,1H_Squeeze_Only_NoFlow_H12,67,0.71,-52.0,-1.12,27,1.5,75.5,0.8,0.2454212454212454,0.3,False,False,False
r5_clean_mtf,1138,1H_Squeeze_Only_NoFlow_H12,67,0.72,-52.5,-0.99,27,1.43,77.7,0.68,0.2454212454212454,0.3,False,False,False
r5_clean_mtf,1139,1H_Squeeze_Only_NoFlow_H18,62,0.73,-55.2,-1.03,26,1.41,79.9,0.72,0.2271062271062271,0.28888888888888886,False,False,False
r5_clean_mtf,1140,1H_Squeeze_Only_NoFlow_H18,62,0.77,-48.1,-0.78,26,1.37,83.5,0.64,0.2271062271062271,0.28888888888888886,False,False,False
r5_clean_mtf,1141,1H_Squeeze_Only_NoFlow_H24,61,0.64,-86.5,-1.47,25,1.36,85.9,0.66,0.22344322344322345,0.2777777777777778,False,False,False
r5_clean_mtf,1142,1H_Squeeze_Only_NoFlow_H24,61,0.69,-75.3,-1.12,25,1.53,140.6,0.88,0.22344322344322345,0.2777777777777778,False,False,False
r5_clean_mtf,1143,1H_Squeeze_Only_Flow55_H12,46,0.74,-46.8,-0.83,21,1.49,75.3,0.71,0.1684981684981685,0.23333333333333334,False,False,False
r5_clean_mtf,1144,1H_Squeeze_Only_Flow55_H12,46,0.66,-61.6,-1.19,21,1.3,56.9,0.45,0.1684981684981685,0.23333333333333334,False,False,False
r5_clean_mtf,1145,1H_Squeeze_Only_Flow55_H18,43,0.75,-46.9,-0.74,20,1.6,115.4,0.87,0.1575091575091575,0.2222222222222222,False,False,False
r5_clean_mtf,1146,1H_Squeeze_Only_Flow55_H18,43,0.58,-84.7,-1.42,20,1.43,99.5,0.65,0.1575091575091575,0.2222222222222222,False,False,False
r5_clean_mtf,1147,1H_Squeeze_Only_Flow55_H24,42,0.77,-50.3,-0.69,20,1.81,167.9,1.16,0.15384615384615385,0.2222222222222222,False,False,False
r5_clean_mtf,1148,1H_Squeeze_Only_Flow55_H24,42,0.65,-76.3,-1.06,20,1.87,203.1,1.17,0.15384615384615385,0.2222222222222222,False,False,False
