pair,beta_is,corr_is,idio_is,rbstd_is,spread_vol_is,n_is,beta_oos,corr_oos,idio_oos,rbstd_oos,spread_vol_oos,n_oos,liq
KDAUSDT,1.1122885754723224,0.5513507874554615,0.696012309172242,0.13933923053000288,0.01312899357522321,7295,0.030656566961109123,0.042105585601555126,0.9982271196608163,8.901997054548625,0.004708727747920153,6936,1865118.5614
KERNELUSDT,0.9565048330305173,0.36308521842426333,0.8681691241618074,0.16075325184022038,0.017042784890289157,4811,0.7634600201029624,0.4251189818874148,0.8192738512390066,0.29108582117231707,0.010531948372769415,6936,5872911.5143
KMNOUSDT,0.9689501257498973,0.5478069156585249,0.6999075831566957,0.12059056176532269,0.011543240936830512,7295,0.7493620935957725,0.4978114074047359,0.7521838026577127,0.28184601863930225,0.008458284353503508,6936,3963669.75734
KNCUSDT,0.8611654352638499,0.5870990918619686,0.655314656334856,0.1440084745945524,0.009262615159197008,7295,0.7054488814105213,0.5601725495186061,0.6862067147658221,0.1969377718391978,0.006759403199755931,6936,2398616.8767
KOMAUSDT,0.9889533685363664,0.37691745793841364,0.8579332299012479,0.27197345782659604,0.018957881473995394,7295,0.621942886775905,0.23537976864224935,0.9445963645139221,0.3060593161002272,0.016639296297826605,6936,2067746.85054
KSMUSDT,0.9964235088616703,0.7606590508781906,0.42139780831709267,0.11011171430523223,0.00663335992654498,7295,0.91462468977921,0.6017010219476233,0.637955880187188,0.16003317804676537,0.00786659101277196,6936,4654449.515
LAUSDT,0.7499553922141511,0.30270330112572374,0.9083707114875939,0.13010907829452595,0.016086881543365683,3566,0.7626662424479718,0.35621850359175566,0.8731083776988499,0.2737131551917074,0.012962495208651566,6936,8824628.32107
LAYERUSDT,0.6579994825917151,0.3550998975580519,0.8739040627542635,0.29583236064256363,0.013111723066861812,6296,0.7965821184832498,0.43117239518306366,0.8140903656320944,0.1870276670790908,0.010800805590769905,6936,8483609.971115
LDOUSDT,1.2575517740975917,0.7649615064182872,0.41483389369826584,0.09974579537597332,0.008259559905278123,7295,1.1208293160360252,0.7434630482757896,0.44726269584847017,0.1426785488364381,0.006532835104737919,6936,42018387.2001
LINKUSDC,1.094532704120165,0.8239128553335244,0.3211676068161608,0.09346288856278055,0.00587282188690005,7295,0.9916105364785984,0.8964044534278806,0.1964590558746625,0.07357736231131508,0.003176414410675405,6936,16498550.76746
LINKUSDT,1.0937071135432217,0.8254640674424858,0.3186090733613059,0.09262886285650274,0.005833986660270779,7295,0.992894134055588,0.8965157989276752,0.19625942227307164,0.07316734869824022,0.003178502671619667,6936,223128685.09671
LISTAUSDT,1.092153994686497,0.5008837188908504,0.7491155001500694,0.16588123584682213,0.014721594573177746,7295,0.9218805356711727,0.5716745881067132,0.6731881653130174,0.23185124445618455,0.00857298169903365,6936,4927468.1065
LITUSDT,0.10248187233453081,0.2196994314578041,0.9517321598168034,3.7083561638633284,0.003549841717988932,7295,0.7548463524712191,0.34929310193619306,0.8779943289397946,0.4722863286533386,0.013123054635995661,6918,0.0
LPTUSDT,1.0353112030011196,0.5676367255703713,0.6777885477837429,0.13877880753008945,0.01171334780292595,7295,0.8190324599186783,0.562602647894178,0.6834782605824564,0.1657758518818082,0.007798117720703734,6936,9008538.7136
LQTYUSDT,1.1095603432802077,0.6773930064150552,0.541138714859974,0.10993063723514239,0.009399354272334695,7295,0.7809563059764861,0.5342839502226221,0.7145406605345099,0.30669932011769285,0.008005733694681298,6936,3898614.79189
LRCUSDT,0.9372455985015523,0.7098317119157398,0.4961389407587743,0.11453541710819291,0.007254929019580754,7295,0.5014962672045411,0.4318611785649132,0.8134959224486645,1.025312200211621,0.006786409190992955,6936,3774078.23698
LSKUSDT,0.8530496254313943,0.7649913237389693,0.4147882746041009,0.08674880465804935,0.005602276258866523,7295,0.7966323083884506,0.4531314815162737,0.7946718604588586,0.1912492843206973,0.010154573695375254,6936,1924500.991
LTCUSDC,0.817294663743145,0.685776331200999,0.5297108235644928,0.1294258852620777,0.006766266408459748,7295,0.7370146067518663,0.7486564650154963,0.43951349739050155,0.12897379457512406,0.004228778573808506,6936,13758612.41811
LTCUSDT,0.8159955683471792,0.6857958312408415,0.5296840778526837,0.1285939541252302,0.006755148750741261,7295,0.737112961958782,0.7484386113978094,0.43983964496892025,0.12881722369788687,0.0042321553802512,6936,158499412.33215
LUMIAUSDT,1.1031615660683163,0.602615912484058,0.6368540620210117,0.16607101422470658,0.011395988105575612,7295,0.7492485481437706,0.3466675121330511,0.8798216360314796,0.4511575156370899,0.013135413533766353,6936,2781180.733037
LUNA2USDT,0.9304224213960086,0.6500727764207346,0.5774053853566404,0.146207940723404,0.008483832818137738,7295,0.7880062178071019,0.4285474545970522,0.8163470791583864,0.18046123554905705,0.01076487386799596,6936,5090803.1755
MAGICUSDT,0.995903509748972,0.48299924479313755,0.7667117295292556,0.25409358953503536,0.01408381667017181,7295,0.8651528387592772,0.5517361135331085,0.6955872610233871,0.2049561091660291,0.008473796193192521,6936,7175557.00636
MANAUSDT,0.983222057215189,0.731784246341667,0.4644918168061577,0.10748684138022593,0.007143171691093656,7295,0.8896755352532845,0.6813777605286088,0.5357243474570184,0.17638940278316081,0.00619208930071465,6936,11295492.4425
MANTAUSDT,1.1876877139814188,0.7266377791737999,0.4719975378773667,0.09889764492832241,0.008759668175684406,7295,0.808404181967291,0.40827352389043037,0.8333127296900887,0.30229468218626837,0.011711520276078581,6936,6692516.773411
MASKUSDT,0.6544405087055872,0.40508701667139707,0.8359045089242727,0.3095151055889569,0.011522154167562516,7295,0.862518827948599,0.646421424634316,0.5821393417737397,0.19457628373263938,0.006596330645768929,6936,7609724.5945
MAVIAUSDT,0.5914670361770513,0.2927783513998915,0.9142808369515628,0.5962183781020747,0.015076758588224987,7277,0.8893679740566028,0.4661511207783572,0.7827031325970779,0.2034286247117123,0.01093661177530166,6936,1276445.93516
MAVUSDT,1.0428185833583927,0.579726850957262,0.6639167782791779,0.1491410903058875,0.011433407073806377,7295,0.8694504991685688,0.5157709926114534,0.7339802831805926,0.20113667572462393,0.009357692888812509,6936,2780361.5996499998
MBOXUSDT,1.0580679133695452,0.6007085764936353,0.6391492061269884,0.12369131441407545,0.010984602279359351,7295,0.6928301544199845,0.3773638640003082,0.8575965141468287,0.5068666847197443,0.011016562224710785,6936,2331835.96668
MELANIAUSDT,0.9340562958995806,0.43873685337326745,0.807509973492131,0.17980618185232655,0.014956571204105948,6830,0.7580232053079278,0.44634327200342117,0.8007776835372704,0.19747147417489222,0.009847126957332928,6936,7162661.621479999
MEMEUSDT,1.199181471354887,0.6185262640215856,0.6174252607154972,0.11487718419881897,0.011883721333826888,7295,0.9376689943213238,0.5758111142077076,0.6684415607548774,0.2384297032175653,0.008626623954778275,6936,11759182.975553
