round,family,name,hold,sl,tp,tr_trades,tr_pf,tr_mean_bp,tr_t,tr_win,va_trades,va_pf,va_mean_bp,va_t,va_win,status
1299,B5_Causal_RS,RS4h_BTCGate_var1299,18,0.07,0.14,655,1.75,139.5,1.86,58.3,192,0.69,-79.0,-1.19,35.9,PASS_TRAIN_ONLY
1300,B5_Causal_RS,RS4h_BTCGate_var1300,18,0.07,0.14,655,1.75,139.5,1.86,58.3,192,0.69,-79.0,-1.19,35.9,PASS_TRAIN_ONLY
1301,B6_TripleScreen,Elder_WilliamsR_H12_SL4,12,0.04,0.08,81,2.26,95.0,0.92,63.0,26,1.21,28.0,0.31,50.0,FAIL
1302,B6_TripleScreen,Elder_WilliamsR_H12_SL6,12,0.06,0.12,81,2.28,100.4,0.95,64.2,26,1.19,27.5,0.29,50.0,FAIL
1303,B6_TripleScreen,Elder_WilliamsR_H12_SL7,12,0.07,0.14,81,2.18,96.3,0.89,64.2,26,1.1,16.0,0.16,50.0,FAIL
1304,B6_TripleScreen,Elder_WilliamsR_H18_SL4,18,0.04,0.08,81,2.79,161.0,1.18,69.1,26,1.41,61.0,0.62,61.5,FAIL
1305,B6_TripleScreen,Elder_WilliamsR_H18_SL6,18,0.06,0.12,81,2.86,170.8,1.27,70.4,26,1.14,24.1,0.22,65.4,FAIL
1306,B6_TripleScreen,Elder_WilliamsR_H18_SL7,18,0.07,0.14,81,2.77,168.7,1.23,70.4,26,1.02,3.0,0.03,65.4,FAIL
1307,B6_TripleScreen,Elder_WilliamsR_H24_SL4,24,0.04,0.08,80,2.51,164.0,1.09,66.2,26,1.22,36.9,0.38,57.7,FAIL
1308,B6_TripleScreen,Elder_WilliamsR_H24_SL6,24,0.06,0.12,80,2.23,151.1,0.99,67.5,26,1.08,15.4,0.14,61.5,FAIL
1309,B6_TripleScreen,Elder_WilliamsR_H24_SL7,24,0.07,0.14,80,2.23,147.2,0.98,67.5,26,1.19,34.8,0.3,61.5,FAIL
1310,B6_TripleScreen,Elder_RSI_H12_SL4,12,0.04,0.08,210,1.0,0.4,0.01,52.4,61,2.31,103.1,0.95,59.0,FAIL
1311,B6_TripleScreen,Elder_RSI_H12_SL6,12,0.06,0.12,208,1.04,5.5,0.13,54.8,61,1.87,79.5,0.74,59.0,FAIL
1312,B6_TripleScreen,Elder_RSI_H12_SL7,12,0.07,0.14,208,1.13,15.9,0.37,55.3,61,1.69,69.6,0.65,59.0,FAIL
1313,B6_TripleScreen,Elder_RSI_H18_SL4,18,0.04,0.08,210,0.91,-12.7,-0.25,49.5,61,1.59,86.4,0.56,55.7,FAIL
1314,B6_TripleScreen,Elder_RSI_H18_SL6,18,0.06,0.12,208,0.95,-8.2,-0.15,51.4,61,1.53,77.1,0.52,57.4,FAIL
1315,B6_TripleScreen,Elder_RSI_H18_SL7,18,0.07,0.14,208,1.02,2.9,0.05,51.9,61,1.43,67.3,0.46,57.4,FAIL
1316,B6_TripleScreen,Elder_RSI_H24_SL4,24,0.04,0.08,209,0.77,-36.6,-0.83,43.5,61,1.17,30.7,0.21,54.1,FAIL
1317,B6_TripleScreen,Elder_RSI_H24_SL6,24,0.06,0.12,206,0.72,-52.3,-1.04,45.6,61,1.08,15.9,0.1,60.7,FAIL
1318,B6_TripleScreen,Elder_RSI_H24_SL7,24,0.07,0.14,206,0.88,-21.3,-0.38,48.1,61,1.07,14.4,0.09,60.7,FAIL
1319,B6_TripleScreen,Elder_RSI_Flow_H12_SL4,12,0.04,0.08,272,1.09,9.5,0.35,48.9,120,2.42,106.9,0.98,65.0,FAIL
1320,B6_TripleScreen,Elder_RSI_Flow_H12_SL6,12,0.06,0.12,269,1.24,22.4,0.8,50.6,120,2.12,97.2,0.9,65.0,FAIL
1321,B6_TripleScreen,Elder_RSI_Flow_H12_SL7,12,0.07,0.14,269,1.23,21.4,0.76,50.6,120,2.1,97.7,0.9,65.8,FAIL
1322,B6_TripleScreen,Elder_RSI_Flow_H18_SL4,18,0.04,0.08,270,1.35,40.2,1.12,55.2,120,1.9,105.7,0.77,64.2,FAIL
1323,B6_TripleScreen,Elder_RSI_Flow_H18_SL6,18,0.06,0.12,267,1.51,54.5,1.42,56.9,120,1.81,103.4,0.74,64.2,FAIL
1324,B6_TripleScreen,Elder_RSI_Flow_H18_SL7,18,0.07,0.14,267,1.57,58.8,1.54,57.3,120,1.78,102.0,0.73,65.0,PASS_TRAIN_ONLY
1325,B6_TripleScreen,Elder_RSI_Flow_H24_SL4,24,0.04,0.08,269,1.22,28.9,0.84,50.9,120,1.85,106.4,0.89,65.0,FAIL
1326,B6_TripleScreen,Elder_RSI_Flow_H24_SL6,24,0.06,0.12,264,1.19,24.4,0.69,52.3,120,1.54,82.3,0.64,66.7,FAIL
1327,B6_TripleScreen,Elder_RSI_Flow_H24_SL7,24,0.07,0.14,264,1.32,37.4,1.05,53.8,120,1.53,82.2,0.61,67.5,FAIL
1328,B6_TripleScreen,Elder_Wave_var1328,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1329,B6_TripleScreen,Elder_Wave_var1329,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1330,B6_TripleScreen,Elder_Wave_var1330,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1331,B6_TripleScreen,Elder_Wave_var1331,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1332,B6_TripleScreen,Elder_Wave_var1332,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1333,B6_TripleScreen,Elder_Wave_var1333,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1334,B6_TripleScreen,Elder_Wave_var1334,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1335,B6_TripleScreen,Elder_Wave_var1335,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1336,B6_TripleScreen,Elder_Wave_var1336,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1337,B6_TripleScreen,Elder_Wave_var1337,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1338,B6_TripleScreen,Elder_Wave_var1338,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1339,B6_TripleScreen,Elder_Wave_var1339,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1340,B6_TripleScreen,Elder_Wave_var1340,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1341,B6_TripleScreen,Elder_Wave_var1341,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1342,B6_TripleScreen,Elder_Wave_var1342,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1343,B6_TripleScreen,Elder_Wave_var1343,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1344,B6_TripleScreen,Elder_Wave_var1344,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1345,B6_TripleScreen,Elder_Wave_var1345,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1346,B6_TripleScreen,Elder_Wave_var1346,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1347,B6_TripleScreen,Elder_Wave_var1347,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1348,B6_TripleScreen,Elder_Wave_var1348,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1349,B6_TripleScreen,Elder_Wave_var1349,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
1350,B6_TripleScreen,Elder_Wave_var1350,18,0.06,0.12,31,1.41,42.3,0.57,54.8,18,1.12,18.2,0.17,50.0,FAIL
